SMILES,NLL,Tanimoto,drug_id,cluster
Cc1cc(C)cc(CNC(=O)c2ccccc2C(C)NC(=O)c2ccncc2)c1,11.47,0.3033,RIOK1_307,515
CCN(C(=O)c1ccncc1)c1ccc(C(=O)Nc2ccc(C)cc2)cc1,12.86,0.3051,RIOK1_251,555
Cc1cc(S(=O)(=O)Nc2ccccc2C(=O)O)c(C)cc1Cl,16.33,0.3491,RIOK1_469,394
CCN(C(=O)c1ccnc(C)c1)c1cccc(C(=O)NCc2ccccc2OC)c1,8.66,0.379,RIOK1_526,348
COc1cccc(C(CC(=O)Nc2ccc(C)cc2)NC(=O)c2ccc(OC)c(OC)c2)c1,15.43,0.3516,RIOK1_28,730
CCOc1cccc(CNC(=O)c2cccc(NC(=O)c3ccc(OC)cc3)c2)c1OCC,10.38,0.3378,RIOK1_200,600
COc1cc(C(=O)NCc2cccc(OCCOc3cccc(C(N)=O)c3)c2)ccn1,15.33,0.2713,RIOK1_99,677
COc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc4ncccc4c3)c2)cc1,14.14,0.3298,RIOK1_607,286
COc1ccc(Cc2nccn2CC(=O)NCc2cc(C)cc(C)c2)cc1,20.22,0.3002,RIOK1_734,188
COc1ccccc1CNC(=O)c1ccc(C(C)NC(=O)c2ccncc2)cc1,6.75,0.3169,RIOK1_37,37
Cc1ccc(CNC(=O)c2ccc(C(=O)Nc3cccc([N+](=O)[O-])c3)cc2)cc1,22.28,0.2705,RIOK1_700,214
COc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)NC(=O)c2cccc(OC)c2)cc1,14.56,0.3872,RIOK1_247,559
Cc1cccc(C(=O)NC(=O)Nc2cccc(C(=O)Nc3cccc(C)c3C)c2)c1,14.54,0.3173,RIOK1_638,264
COc1cccc(C(=O)NCc2ccccc2OCCC(=O)Nc2cccc(C)c2)c1,15.34,0.2953,RIOK1_572,310
COc1cc(C(=O)NCc2ccc(C(=O)NCc3cccc(C)c3)cc2)ccn1,7.97,0.2773,RIOK1_32,30
COc1cccc(CC(=O)Nc2cccc(C(=O)Nc3cccc(C)c3C)c2)c1,10.61,0.3091,RIOK1_454,405
COc1ccccc1CNC(=O)c1ccc(NC(=O)Cc2ccccc2OC)cc1,10.45,0.2877,RIOK1_429,421
COc1ccc(C(=O)NCc2cccc(NC(=O)c3ccc(C)cc3)c2)cc1OC,8.49,0.2951,RIOK1_139,25
COc1ccc(S(=O)(=O)Oc2ccc(CNC(=O)c3ccncc3)cc2)cc1,13.6,0.2857,RIOK1_49,713
COc1cc(OC)c(OC)cc1CNC(=O)c1ccc(-c2ccncc2)c2c1COCO2,24.8,0.4539,RIOK1_60,706
COC(=O)c1ccccc1NC(=O)COC(=O)c1cccc(NC(C)c2cccc(C)c2)c1,17.73,0.3473,RIOK1_650,255
COc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc(C#N)cc3)c2)c1,6.91,0.2526,RIOK1_525,349
Cc1ccc(NC(=O)COc2cccc(CNC(=O)c3ccncc3)c2)cc1,8.29,0.287,RIOK1_18,739
COc1ccc(CNC(=O)c2ccc(N)cc2)c(OCC(=O)Nc2cccc(C)c2)c1,14.06,0.3144,RIOK1_807,129
COc1cc(C(=O)NC(=O)Nc2ccccc2NC(=O)c2cccc(C)c2)ccn1,15.09,0.3577,RIOK1_612,282
COc1ccccc1CNC(=O)c1ccc(NC(=O)Cc2ccccc2)cc1,17.36,0.2708,RIOK1_820,119
COc1cccc(C(=O)OCC(=O)Nc2cccc(NC(=O)c3cccc(C)c3)c2)c1,13.99,0.3463,RIOK1_290,529
COc1ccccc1CNC(=O)c1cccc(CON=Cc2ccncc2)c1,16.51,0.2724,RIOK1_794,141
COc1ccc(C(=O)Nc2ccc(C(=O)O)cc2NC(=O)c2ncccc2C)cc1,22.03,0.3885,RIOK1_617,278
COc1ccccc1CNC(=O)c1ccc(CNC(=O)c2ccncc2)cc1,6.2,0.2936,RIOK1_219,49
Cc1ccc(CNC(=O)c2cnc3c(CNC(=O)c4ccc(C)cc4)cccc3c2)cc1,26.06,0.354,RIOK1_158,630
COc1ccc(C(=O)NC(C)c2ccccc2NS(=O)(=O)c2ccc(C)cc2)cc1OC,9.5,0.3995,RIOK1_455,59
N#Cc1ccc(C(=O)Nc2ccccc2NC(=O)c2cscn2)cc1,11.93,0.2946,RIOK1_189,607
COc1ccc(C(=O)NCc2ccc(C(=O)NCc3cnc(C)cn3)cc2)cc1OC,17.88,0.2894,RIOK1_821,118
CCOc1ccc(NC(=O)c2ccc(C)o2)cc1CNC(=O)c1ccccc1OC,18.69,0.3706,RIOK1_517,355
COc1cccc(COCC(=O)N=c2cccc(OCc3ccncc3)[nH]2)c1,22.98,0.2975,RIOK1_239,565
COc1cccc(S(=O)(=O)Nc2cc(C)ccc2C(=O)NCc2cc(C)ccc2OC)c1,13.95,0.4009,RIOK1_379,460
Cc1cc(C)cc(C(=O)Nc2cccc(NC(=O)c3ccncn3)c2)c1,11.17,0.2911,RIOK1_286,533
COc1cc(C(=O)O)ccc1COc1cccc(CNC(=O)c2ccccn2)c1,16.02,0.3075,RIOK1_532,343
COc1ccc(C(=O)O)cc1CNC(=O)c1ccccc1NC(=O)c1ccccn1,12.5,0.389,RIOK1_64,69
COc1ccc(C(C)NC(=O)c2cccc(NS(=O)(=O)c3cccc(C)c3)c2)cc1,15.25,0.3451,RIOK1_626,272
COc1ccccc1CNC(=O)c1ccc(C(C)NC(=O)c2cnccn2)cc1,7.45,0.3151,RIOK1_241,60
COc1ccc(NC(=O)c2ccccc2C(=O)Nc2ccc(O)cc2C)cc1,14.56,0.2762,RIOK1_823,116
COc1ccc(COC(=O)c2ccccc2NC(=O)CCc2nccn2C)c(C)c1,20.08,0.3474,RIOK1_577,307
COc1cc(C(=O)NCc2ccc(C(=O)Nc3ccc(C)cc3)cc2)ccn1,7.49,0.2976,RIOK1_177,66
COC(=O)c1ccc(C(C)NC(=O)c2ccccc2)c(NS(=O)(=O)c2ccc(C)c(C)c2)c1,18.36,0.4216,RIOK1_66,702
COc1ccc(CNC(=O)c2ccccc2NC(=O)c2ccnc(F)c2)c(OC)c1,11.73,0.3732,RIOK1_527,32
O=C(Nc1ccc(NCc2ccc[nH]2)cc1)c1ccc[nH]1,25.41,0.2098,RIOK1_48,714
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)NCc3ccncc3)cc2)cc1C,12.74,0.3336,RIOK1_310,512
COc1ccccc1CNC(=O)c1ccc(C(C)NC(=O)c2ccnc(C)c2)cc1,6.7,0.3275,RIOK1_569,46
COc1ccc(C(=O)Nc2ccc(C(=O)N3CCc4ccccc4C3)cc2)cc1OC,15.87,0.3683,RIOK1_718,201
CNC(=O)c1ccc(OC)c(C(C)NC(=S)c2ccncc2)c1,24.03,0.3269,RIOK1_172,618
COc1cccc(C(=O)Nc2ccc(C(=O)NCc3cc(C(F)(F)F)ccc3OC)[nH]2)c1,18.78,0.3869,RIOK1_550,328
COc1cc(C(=O)NCc2ccc(C(=O)NCc3ccncc3)cc2)ccn1,13.82,0.2765,RIOK1_679,231
COc1cccc(C(CCS(=O)(=O)c2cc(C)ccc2C)NC(=O)c2ccc(C)cc2)c1OC,16.38,0.4515,RIOK1_14,743
COc1cccc(S(=O)(=O)Nc2cc(Cl)ccc2C(C)NC(=O)c2ccccc2OC)c1,18.96,0.4329,RIOK1_551,327
COc1cc(C)cc(C(=O)Nc2ccccc2OCc2cccc(C(=O)O)c2)c1,19.45,0.3187,RIOK1_584,302
COc1cccc(C(=O)Nc2ccc(C(=O)NCc3cc(OC)c(OC)cc3OC)cc2)c1,12.01,0.3035,RIOK1_103,674
COc1cc(C(=O)NCc2ccc(NS(=O)(=O)c3ccc(C)c(C)c3)cc2)ccn1,12.09,0.36,RIOK1_205,596
CC(Nc1cccc(C(=O)NC(=O)c2cccs2)c1)c1ccc(C#N)cc1,19.16,0.3099,RIOK1_223,581
COc1ccc(CNC(=O)c2ccccc2C(=O)NC(C)c2nccn2C)cc1,19.07,0.3236,RIOK1_421,426
COc1ccc(C)cc1CNC(=O)c1ccccc1S(=O)(=O)Nc1ccc(C(C)(C)C)cc1,18.77,0.4109,RIOK1_606,287
COc1cccc(C(NC(C)(C)c2ccncn2)C(=O)NC(C)c2ccccc2)c1OC,19.52,0.4476,RIOK1_761,167
COCCOc1ccccc1C(C)NC(=O)c1cccc(NC(=O)c2ccccc2)c1,18.45,0.3448,RIOK1_849,92
COc1ccc(S(=O)(=O)NCc2ccc(CNC(=O)c3ccnc(OC)c3)cc2)cc1,10.93,0.3489,RIOK1_224,580
Cc1cc(C)cc(CNC(=O)c2cccnc2C(=O)Cc2ccccc2C)c1,18.6,0.3782,RIOK1_75,696
COc1ccc(OC)c(CNC(=O)c2cccc(C(=O)c3ccccn3)c2)c1,17.55,0.3366,RIOK1_714,204
COCC(NC(=O)c1ccn(Cc2cccc(C)n2)c1)c1ccc(C(=O)OC)cc1,22.3,0.3913,RIOK1_672,238
Cc1ccc(CSc2nnc(CC(=O)Nc3ccc(C)cc3)[nH]2)cc1,16.48,0.3008,RIOK1_545,331
COc1cccc(C(=O)Nc2ccc(C(=O)NCc3cc(C)ccc3OC)cc2)c1,6.76,0.2854,RIOK1_2,5
CCCS(=O)(=O)Nc1ccc(C(=O)NC(=O)c2ccccc2OCC(=O)O)cc1,26.71,0.32,RIOK1_232,572
COc1cccc(CNC(=O)c2ccc(C(C)NC(=O)c3cnccn3)cc2)c1,13.23,0.3147,RIOK1_403,438
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3cccc(C)c3C)cc2)cc1Cl,23.2,0.3457,RIOK1_271,541
Cc1ccc(F)cc1CNC(=O)c1ccccc1NC(=O)c1ccncc1,15.65,0.3394,RIOK1_598,294
CNc1ccccc1C(=O)Nc1ccc(NC(=O)c2cccc(OC)c2)cc1,12.86,0.2622,RIOK1_588,299
COc1ccc(C2(C(=O)Nc3ccc(NC(=O)c4cccc(O)c4)cc3)CCNCC2)cc1,11.62,0.3677,RIOK1_174,616
COc1ccc(C(=O)NCc2cccc(NC(=O)c3ccccc3)c2OC)cc1OC,10.16,0.3644,RIOK1_839,102
COc1cccc(NC(=O)c2ccc(CNC(=O)Cc3ccc(OC)c(OC)c3)cc2)c1,14.22,0.3039,RIOK1_844,97
COc1ccc(S(=O)(=O)Nc2cc(C)ccc2C(C)OC(=O)c2ccc(C)cc2)cc1,13.91,0.362,RIOK1_5,747
CCN(C(=O)c1ccncc1)c1ccc(C(=O)NCc2cc(C)cc(C)c2)cc1,10.87,0.3237,RIOK1_835,106
COc1ccc(C(=O)NCc2ccc(C(=O)NCc3cccc(C)c3)cc2)cc1OC,5.94,0.2705,RIOK1_11,51
COc1cccc(CC(=O)NCc2ccc(OC)cc2OCC(=O)OCc2cc(C)ccc2F)c1,20.64,0.3277,RIOK1_98,678
COc1ccc(C(=O)NCc2cccc(OCC(=O)Nc3ccc(C)c(C)c3)c2)cc1OC,7.89,0.3156,RIOK1_260,10
COc1ccc(C=c2c(=O)[nH]c(=Cc3cc(C)cc(C)c3)n2C)cc1C(=O)O,16.1,0.3872,RIOK1_178,613
