SMILES,NLL,Tanimoto
O=C(Nc1ccc(S(=O)(=O)N2CCCC2C(=O)NCc2ccccc2)cc1)c1cccnc1,17.2100,0.5047
O=C(NC(=O)c1ccccc1)Nc1ccc(S(=O)(=O)N2CCN(C(=O)NCc3ccccc3)CC2)cc1,10.4800,0.4592
Cc1ccc(NC(=O)Nc2ccccc2C(=O)N2CCN(c3ccccn3)CC2)cc1,12.5700,0.4584
O=C1CN(S(=O)(=O)c2ccc(NC(=O)c3ccncc3)cc2)c2ccccc2N1,15.5700,0.5073
CN(c1ccc(NC(=O)N2CCC(CO)CC2)cc1)c1ccc(OCC(=O)Nc2cccnc2)cn1,32.9200,0.4626
O=C(c1ccc(S(=O)(=O)NCc2ccccc2)cc1)N1CCN(c2ccccn2)CC1,7.0700,0.4722
COc1ccnc(C(=O)Nc2ccc(Oc3ccc(COc4ccncc4)cc3)c(Cl)c2)c1N,35.9300,0.4362
COc1ccc(CNC(=O)c2cccc(C3SCCN3C(=O)NCc3ccccc3)c2)cc1,19.0600,0.3816
COc1ccc(C(=O)Nc2ccc(C(=O)NCc3ccccc3)cc2)c(NS(=O)(=O)c2cccc3ccccc23)c1,19.2100,0.4921
O=C(NCc1ccccc1)Nc1ccc(S(=O)(=O)N2CCOCC2c2ccccn2)cc1,11.5000,0.5314
Cc1ccnc(N2CCN(C(=O)Nc3ccc(C(=O)NCc4ccc(Cc5ccccc5)cc4)cc3)CC2)c1,21.1200,0.4667
Cc1ccccc1S(=O)(=O)N1CCN(C(=O)c2ccc(NS(=O)(=O)c3ccccc3)c(F)c2)CC1,13.5600,0.4706
O=C(NCc1ccccc1)Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccnc3Oc3cccnc3)CC2)cc1,13.2200,0.5072
CCOc1ccc(CNS(=O)(=O)c2ccc(C(=O)Nc3cccnc3)cc2)cc1,10.3300,0.4403
CNC(=O)c1cccc(NC(=O)N2CCN(S(=O)(=O)c3ccc(NC(=O)NC(=O)c4ccccc4)cc3)CC2)c1,16.6500,0.4585
CCOc1cccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)NCc4ccccc4)CC3)cc2)c1,11.5600,0.4484
COc1ccc(CNC(=O)N2c3cccnc3NC2c2ccc(C)o2)cc1,16.9100,0.5530
CCOc1ccc(NC(=O)c2ccc3cc(S(=O)(=O)Nc4ccccc4)ccc3c2)cc1,19.7100,0.4327
CCc1ccc(CNC(=O)c2nc(C(=O)Nc3ccc(CO)cc3)oc2C)cc1,21.8800,0.4150
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(NC(=O)c4ccc(O)cc4)cc3)CC2)cc1,15.9000,0.4647
Cc1ccccc1S(=O)(=O)NCc1cnnc2ccc(C(=O)NCc3ccc(CN)cc3)cc12,31.2800,0.4657
Cc1ccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)N(C)c4ccccc4)CC3)cc2)cc1,13.5500,0.4306
COc1ccc(C(=O)Nc2ccccc2NC(=O)c2cccnc2)cc1,13.6700,0.4578
COC(=O)c1ccc(N=c2ncc(C(=O)N3CCC(C(=O)NC4CCCCC4)CC3)c[nH]2)nc1,23.5900,0.4388
O=C(NCc1ccccc1)c1ccc2cnc(CN3CCN(c4ccccn4)CC3)nc2c1,19.8000,0.4492
O=C(c1ccccn1)N1CCN(C(=O)N2CCN(S(=O)(=O)c3ccc(NS(=O)c4ccccc4)cc3)CC2)CC1,18.3000,0.4590
Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)NCc4ccccc4)CC3)cc2)cc1,17.0900,0.4652
CC1(c2nnc(CNC(=O)OCc3ccccc3)o2)CNc2ccc(OCc3cccnn3)cc2O1,36.2800,0.5146
COc1ccc(Nc2cncc(CO)c2Nc2ccccc2C(=O)Nc2ccccc2C)cn1,28.3500,0.5064
CCc1ccccc1NC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCN(C(=O)c4ccccc4)CC3)CC2)cc1,10.5600,0.4621
O=C(Cc1ccc(F)cc1)Nc1ccc(C(=O)N2CC(=O)Nc3ccccc32)cc1,18.1000,0.4642
O=C(Nc1cccnc1)C1CCCN1S(=O)(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,12.0700,0.5450
O=C(Nc1cccnc1Oc1cccnc1Cl)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,15.3800,0.4799
CN(C)c1ncccc1NC(=O)c1ccccc1C(=O)Nc1ccc(C(=O)N2CCNCC2)cc1,17.8500,0.4483
O=C(Nc1cccnc1)c1ccn2c1N(C(=O)Nc1cccc(O)c1)CC2,22.5300,0.5368
Cc1ccc(C2COCCN2C(=O)c2ccc(NS(=O)(=O)c3cncc(F)c3)cc2)cc1,21.2300,0.4948
Cc1ccccc1NC(=O)c1ccc(OC(=O)C2CCCN2C(=O)NCc2ccccc2)cc1,21.8900,0.4386
CSc1nc(=NCC(c2ccccc2)N2CCN(c3ccccc3F)CC2)[nH]n1Cc1cccnc1,30.0000,0.4950
COC(=O)c1cc(C(=O)Nc2ccccc2C)c(O)n1NC(=O)c1ccccc1,18.2700,0.5307
COc1ccccc1NC(=O)c1ccc(CNS(=O)(=O)c2ccc3ccoc3c2)cc1,24.4100,0.4526
CN(C)c1ncccc1NC(=O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,7.3900,0.4740
Cc1cccc(C(=O)Nc2cccc(OC(=O)C(=O)Nc3ccc(S(=O)(=O)N4CCN(C(N)=O)CC4)cc3)c2)c1,24.5100,0.4722
O=C(c1ccc(N(C2CCCCC2)S(=O)(=O)c2ccccc2)cc1)N1CCN(C(=O)c2ccco2)CC1,22.3800,0.5120
Cc1ccc(C(=O)Nc2ccc(C(=O)Nc3cc(F)ccc3F)cc2)cc1,19.5400,0.3913
O=C1NCc2ccc(-c3ccc(C(=O)NCc4cccnc4)nc3)cc2CN1,19.3200,0.4397
CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3cccc(=O)n3Cc3ccccc3)cc2)CC1,22.7500,0.5173
O=C1CN(C(=O)c2ccc(NC(=O)c3ccc(Cc4cccc(F)c4)cn3)cc2)c2ccccc2N1,18.7600,0.5037
O=C(NCc1cccnc1)NCc1cccc(COc2cccnc2)n1,20.5000,0.3412
CN(C)C1CCN(S(=O)(=O)c2ccc(NS(=O)(=O)c3ccc(NC(=O)NCc4ccccn4)cc3)cc2)C1,17.8200,0.5107
Cc1ccc2ccc(C(=O)Nc3ccc(C(=O)NC(Cc4ccccc4)c4cccnc4)cc3)c(O)c2n1,30.1400,0.4900
O=C1COc2ccc(CNC(=O)c3ccc(S(=O)(=O)NCc4ccccc4)cc3)cc2N1,10.0600,0.4761
Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)cc2)cc1,12.7700,0.3913
CC(C)(C)NC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)Nc3ccc(CCOc4ccccc4)cc3)cc2)CC1,17.3000,0.4312
Cc1cc(S(=O)(=O)N2CCC(C)CC2)ccc1NC(=O)c1nc(CCOc2cccnc2)co1,21.7600,0.4937
CN(C)c1ccc(Cc2cccc(NC(=O)Nc3ccc(S(=O)(=O)F)cc3)c2)cn1,20.1100,0.3543
COc1ccc(NNC(=O)c2cccc(NC(=O)c3ccccc3OC)c2)cc1,22.2300,0.4080
CNC(=O)Cc1ccc(NC(=O)c2cc3ccccc3cc2NS(=O)(=O)c2ccccc2)cc1,17.4400,0.4766
O=C(NC1CC1)c1ccc(NC(=O)c2ccncc2COc2ccccn2)cc1,22.8200,0.4245
O=C(Nc1ccc(CO)cc1)c1ccc2cnc(COc3ccccn3)nc2c1,15.5700,0.4072
CCc1ccc(CNC(=O)N(C)Cc2cncnc2Oc2ncc(C(=O)OC)cc2C)cc1,24.2500,0.4414
CCc1ccc(OC2CNC(COC)CN(S(=O)(=O)c3ccc4ccccc4c3)C2)cc1,30.0900,0.4733
CC(=O)n1c(SCC(=O)NC(=O)NCc2ccccc2)nc2cc(C)ccc2c1=O,20.6600,0.4993
COc1cc(CNC(=O)Nc2ccc(S(=O)(=O)N3CC3C(=O)NC(C)(C)C)cc2)cc(OC)c1OC,23.6800,0.4653
CCc1ccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(C(C)C)N4CCN(C(C)=O)CC4)CC3)cc2)cc1,16.5400,0.4296
O=C(NCc1cnccn1)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,12.6800,0.3662
Cc1nccn1-c1ccc(NC(=O)N2CCC(=O)Nc3ccccc32)cc1CC(CO)c1ccccc1,28.9600,0.5044
O=S(=O)(Nc1cccnc1)c1ccc(C2CNCCN2S(=O)(=O)c2ccccc2)cc1,17.7300,0.4849
Nc1cccnc1CNc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1,15.4300,0.4654
CCc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)c4cccnc4C)CC3)cc2)cc1,11.7600,0.4721
CCc1cccc(CNS(=O)(=O)c2ccc(C(=O)N3CCNc4ccccc43)cc2)c1,11.0600,0.4839
CN(C)c1ncccc1NC(=O)c1ccc(S(=O)(=O)N2CCN(C(=O)C(F)(F)F)CC2)cc1,16.5000,0.4821
O=C(Cc1ccccn1)Nc1cccc(C(=O)NCc2ccc3c(c2)OCCO3)c1,17.5100,0.4162
O=C(NCc1ccncc1)c1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)cc2)cc1,15.8600,0.4730
CCc1ccc(CNS(=O)(=O)c2ccc(C(=O)N3CCC(NCc4ccccc4)CC3)cc2)cc1,17.2800,0.4201
O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2CCN(C(=O)Nc3ccc(F)cc3F)CC2)cc1,14.6100,0.4474
Cc1ccccc1S(=O)(=O)Nc1cccnc1C(=O)Nc1ccc(S(=O)(=O)N2CC(C)(C)NC(C)(C)C2)cc1,21.2000,0.5635
CC1CCCN(Cc2ccccc2C(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)NCc4ccccc4)CC3)cc2)C1,17.3100,0.4722
Cc1cccc(NC(=O)N2CCN(C(=O)c3ccc(S(=O)(=O)NCc4ccccc4)cc3)CC2)c1,13.9300,0.4056
CCOc1ccc(CNS(=O)(=O)c2ccc(C(=O)N3CC(=O)Nc4ccccc43)cc2)cc1,12.1000,0.4851
CC(C)(C)C(=O)Nc1ccc(Nc2ccc(S(=O)(=O)N3COCC3c3ccccn3)cc2)cc1,23.0200,0.5279
Cc1cc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)ccc1NC(=O)N(Cc1ccccn1)c1ccccn1,18.8100,0.5512
CCOc1ccc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc(CN(C)C)cc3)cc2C)cc1,21.4400,0.4235
O=C(c1ccnc(CF)c1)N1CCC(=C(c2ccccc2)N(C(=O)Nc2ccccc2F)c2ccccn2)CC1,47.7700,0.5787
CC1(C(=O)NCc2ccccc2)CCCN1C(=O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,12.2900,0.4757
NC(=O)C1CC(O)CCN1C(=O)C1CN1S(=O)(=O)c1ccc(NC(=O)c2cccnc2)cc1,30.5800,0.5230
COc1cc(CN2CCCC2C(=O)Nc2cccnc2N2CCOCC2)ccc1C,20.5300,0.5164
CCc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)Nc4ccccn4)CC3)cc2)cc1,13.9900,0.4704
Cc1cccnc1C(=O)Nc1ccccc1C(=O)Nc1cccnc1,23.1600,0.4542
O=C(NCc1ccncc1)Nc1ccc(C(=O)Oc2ccccc2C(=O)O)cc1,20.8700,0.3654
CC1COc2ccc(C(=O)N3CCN(S(=O)(=O)c4ccc(NC(=O)NCc5ccccc5)cc4)CC3)cc2C1,22.3400,0.4997
COc1ccc(C(=O)Nc2cccc(NC(=O)c3c(C)cccc3C)c2)cc1,15.7400,0.3819
CC(C)(C)NC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)CC2)cc1,21.5700,0.4588
O=C(Nc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2cccnc2)cc1)c1ccccc1,12.9100,0.5525
CCN(Cc1ccccc1)C1CCN(S(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)C1,17.6300,0.5208
O=C(NCc1ccccc1)Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1,9.5500,0.4589
Cc1cc(C2=C(c3cccc(S(C)(=O)=O)c3)CCC2)ccc1NC(C)c1ccc(CCO)cc1,35.3400,0.4429
COc1cccc(NC(=O)N2CCN(S(=O)(=O)c3ccc(NC(=O)Nc4ccc(C)cc4)cc3)CC2)c1,13.7500,0.4439
COC(=O)c1cc[nH]c(=NC(=O)c2ccc(COc3ccccn3)cc2)c1,23.2600,0.3470
COc1ncccc1Oc1ncccc1NS(=O)(=O)c1ccc(NC(C)=O)cc1,12.7900,0.4677
O=C(Nc1ccccc1)Nc1ccc(S(=O)(=O)Nc2cccnc2Oc2ccccc2)cc1,11.0200,0.4730
COC(=O)c1ccc(NC(=O)N2CCN(S(=O)(=O)c3ccc(NC(=O)c4cccc5ccccc45)cc3)CC2)cc1,22.0200,0.4605
Cc1cc(Oc2ncc3nccnc3n2)ccc1NC(=O)N1CCN(C(=O)c2ccccc2)CC1,31.6100,0.4720
CCc1ccc(NC(=O)N=c2[nH]c(C(=O)Nc3cccnc3C(=O)O)ccc2C)cc1,20.9200,0.4982
CCCNC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)Nc3cccc(C)c3)cc2)CC1,12.8300,0.4193
COc1ccc(Oc2ncccc2NC(=O)c2ccc(OCc3ccccn3)nc2)cc1,21.0700,0.4555
CCc1cc(NS(=O)(=O)c2ccc(C)cc2)ccc1C(=O)NCc1ccccn1,14.1900,0.4476
CCc1ccc(N2CCN(S(=O)(=O)c3ccc(C(=O)Nc4cccnc4)cc3)CC2)nc1,14.2200,0.5417
CN(Cc1cccnc1)C1CN(S(=O)(=O)c2ccc(NC(=O)NCc3ccncc3)cc2)C1,16.2100,0.4466
CCc1ccc(C(Nc2ccccc2C(=O)N2CCN(c3ccccc3F)CC2)C(=O)NC2CCCCC2)cc1,17.1200,0.4964
CN(C)c1ncccc1NC(=O)c1ccc(N2CCS(=O)(=O)CC2)cc1,23.1600,0.4190
Cc1ccccc1NC1CCN(C(=O)c2cccc(=Nc3ccc(O)cn3)nc2)C1,19.8900,0.5357
O=C(Nc1ccccc1)Nc1ccc(S(=O)(=O)N2CCCC2C(=O)NCc2ccccc2)cc1,10.2600,0.4787
Cc1ccc(C)c(NC(=O)c2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)cc2)c1,12.3400,0.4617
Cc1ccccc1C(=O)N1CCN(S(=O)c2ccc(NC(=O)c3ccccc3F)cc2)CC1,15.2400,0.4723
COc1cccc(CNC(=O)c2ccc(CNS(=O)(=O)c3ccc(C)cc3)o2)c1,15.0100,0.3751
COc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)Nc4ccccn4)CC3)cc2)cc1,13.4500,0.4612
COCC1CN(C(=O)NCc2ccccc2)Cc2cccc(C(=O)NCc3ccccc3OC)c21,20.5300,0.4914
Cc1ccc(C)c(NC(=O)c2ccc(S(=O)(=O)N3CCN(c4ccc(C(N)=O)cc4)CC3)cc2)c1,20.9800,0.4695
CCc1cccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)Nc4cccnc4)CC3)cc2)c1,10.4300,0.4371
O=C(NNc1ccc2c(c1)OCCO2)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,14.4000,0.4108
Cc1ccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(Cc4ccccc4)CC3)cc2)cc1,14.5800,0.4053
COc1ccc(Cn2cccc(C(=O)Nc3ccc(S(=O)(=O)N4CCN(C(=O)OC(C)(C)C)CC4)cc3)c2=O)cc1,18.0800,0.5190
Cc1ccc(S(=O)(=O)NCc2nc(Cc3ccc(CO)nc3)no2)cc1,26.4300,0.3842
CN(C)c1ncccc1NC(=O)Cn1ccc(S(=O)(=O)NCc2ccccc2)c1,16.1900,0.4670
O=C(NCc1ccccc1)c1cccc(NS(=O)(=O)c2ccc(C(=O)NCc3ccccn3)cc2)c1,18.7400,0.4512
Cc1ccccc1S(=O)(=O)N1CCN(C(=O)c2ccc(NC(=O)OCc3ccccc3)cc2)CC1,16.1400,0.4658
CN(c1ncccc1NC(=O)S(=O)(=O)c1ccc(NC(=O)NC(C)(C)C)cc1)C1CCCc2cccnc21,32.2300,0.6021
O=C(Nc1ccccc1F)N1CCCN(C(=O)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)CC1,21.1000,0.4461
O=C(Nc1cccc(NC(=O)c2nccnc2N2CCOCC2)c1)c1ccc(F)cc1,23.0700,0.4509
CC(=O)Nc1ccc(NC(=O)N2CCC(C(=O)Nc3cccnc3N(C)C)CC2)cc1,24.3500,0.4532
O=C(NNc1ccc(NC(=O)c2ccncc2)cc1)Nc1ccccc1,20.6000,0.3608
CC(=O)c1cccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)N4CCN(C(=O)c5ccccc5)CC4)CC3)cc2)c1,16.5500,0.4614
COc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3c3ccccn3)cc2)cc1,14.9100,0.5422
COc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccc4c(c3)OCCO4)cc2)cc1,14.2400,0.4424
COC(=O)c1cc(CNS(=O)(=O)c2ccc3c(c2)OCC(=O)N(C)C3)n(Cc2ccccc2)c1,25.9300,0.5298
Cc1cccc(C(=O)Nc2cccc(NC(=O)c3ccccc3NS(=O)(=O)c3ccccc3)c2)c1,18.5200,0.4421
COc1ccc(NS(=O)(=O)c2cccc(NC(=O)N3COCC3c3ccccn3)c2)cc1,18.9000,0.5151
CC1(C)CCCCN1S(=O)(=O)c1ccc(NC(=O)NCc2cccc(F)c2)cc1,20.5400,0.4559
CCCNC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)CC1,16.9200,0.4462
CN(C)c1ncccc1NC(=O)c1ccc(S(=O)(=O)N2CCN(c3ccccn3)CC2)c(F)c1,15.0300,0.5692
Cc1ccccc1Oc1ncccc1NS(=O)(=O)c1ccc(NC(=O)c2cccnc2)cc1,10.9300,0.4792
O=C(Nc1ccc(OCc2cccc(F)c2)nc1)N1CCN(C(=O)c2ccccc2F)CC1,18.5100,0.4428
O=C(Nc1cccnc1-c1ccccn1)c1cccc(CNS(=O)(=O)c2ccccc2)c1,21.4100,0.4638
Cc1cc(C(=O)NNC(=O)Nc2ccc(C(=O)NCc3ccccc3)cc2)on1,18.8000,0.3451
CCc1ccc(CNS(=O)(=O)c2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2)cc1,6.8000,0.4671
CC1(C(=O)Nc2cccnc2)CCCN1S(=O)(=O)c1ccc(NC(=O)NCc2ccccc2)cc1,11.1600,0.5657
O=C1CN(C(=O)c2ccc(S(=O)(=O)NCc3ccccc3)cc2)c2ccccc2N1,9.3500,0.4834
COc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)cc2)cc1,13.4600,0.4338
Cc1ccc(S(=O)(=O)N2CCN(c3ccc(C(=O)NCc4ccccc4)cc3)CC2)cc1,17.2300,0.4586
Cc1ncccc1S(=O)(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)NCc3ccccc3)cc2)CC1,14.6100,0.4601
O=C(NCc1ccccc1)Nc1ccc(S(=O)(=O)N2CCCC2C(=O)NCc2ccccc2)cc1,10.9300,0.4817
O=C(NCc1ccccc1)Nc1ccc(S(=O)(=O)N2CCN(C(=O)NCc3ccccc3)CC2)cc1,7.2700,0.4375
CCc1cccc(NS(=O)(=O)c2ccc(C(=O)Nc3cccnc3Oc3cccnc3C)cc2)c1,14.0200,0.4914
O=C(Nc1ccc(S(=O)(=O)N2Cc3ccccc3NC2c2ccccn2)cc1)c1ccccn1,19.8100,0.5629
CCc1ccc(CNS(=O)(=O)c2ccc(C(=O)N3CC(=O)Nc4ccccc43)cc2)cc1,8.4800,0.4864
Cc1ccc(S(=O)(=O)N2CCC(c3nc(SC(=O)c4ccccc4)n(S(=O)(=O)c4ccccc4)n3)CC2)cc1,38.2400,0.5531
O=C1CCN(C(=O)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)c2ccccc2N1,12.8600,0.4740
Cc1ccc(S(=O)(=O)NN=c2cc(C)[nH]c(N3CCc4ccccc4C3=O)n2)cc1,20.3800,0.5128
CC(NS(=O)(=O)c1ccc(C(=O)NCc2ccc3c(c2)OCO3)cc1)c1ccccc1,19.2000,0.3929
Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N(Cc3ccccc3)C(C)(C)C)cc2)cc1,16.6700,0.4344
Cc1ccc(CNS(=O)(=O)c2ccc(C(=O)NCc3ccccn3)cc2)cc1,15.3400,0.3715
COc1ccc(C(=O)c2cccnc2C)cc1NC(=O)Nc1cccnc1,29.6100,0.4191
COc1ccccc1NS(=O)(=O)c1ccc(NC(=O)OCC(=O)N2CCN(c3ccccn3)CC2)cc1,23.5600,0.4887
Cc1ncccc1NC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)NCc3ccccc3)cc2)CC1,10.0600,0.4582
CNC(=O)COc1ccc(NC(=O)N2CCN(C(=O)c3nc4ccccc4o3)CC2)cc1,24.0400,0.4408
Cc1nc(-c2cccc(NS(=O)(=O)c3ccc(C(=O)NCc4cccnc4)cc3)c2)c(C)o1,17.0700,0.5241
O=C(NCc1ccccc1)NS(=O)(=O)c1ccc(C(=O)NCc2ccccn2)cc1,14.6900,0.3822
CCc1ccc(C(=O)Nc2ccc(C(=O)N3CCN(C(=O)c4cccc(C)c4)CC3)cc2)cc1,12.9200,0.4153
CCOc1ccc(NC(=O)c2cn(C)c3ncccc23)cc1NC(=O)c1ccccc1C,24.0600,0.5256
CC1(C(=O)Nc2cccnc2)CCCN1S(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,13.4700,0.5641
COc1ccc(Oc2nccnc2CN2CCCC2C(=O)Nc2cccnc2C(=O)O)cc1,21.6900,0.5275
O=C(Nc1cccc(Cc2ccccn2)c1)Nc1sccc1C(=O)NCc1ccccc1,14.9100,0.4015
O=C(NCc1ccc(CNC(=O)c2ccccn2)cc1)Nc1cnc(-c2cccnc2)s1,22.3000,0.4491
Cc1ccc(C2CCN(c3ccc(NC(=O)C(c4ccccc4)c4ccccn4)cn3)C(=O)N2)cc1,32.8500,0.5445
O=C1COc2ccc(C(=O)N3CCN(S(=O)(=O)c4ccc(NC(=O)NCc5ccccc5)cc4)CC3)cc2N1,11.7800,0.5162
O=C(NCc1ccccc1)c1csc(=NCc2ccc(Oc3ccccc3)cc2)[nH]1,21.5200,0.3367
COc1ccc(NC(=O)Nc2ccc(S(=O)(=O)N3COCC3c3ccccn3)cc2)cc1NC(N)=O,20.8200,0.5374
Cc1cc(C(=O)NCc2ccccn2)cc(COc2cc(C)c(NC(=O)c3ccccn3)c(C)c2)n1,34.7800,0.4614
CNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccccc4C)C(C)C3)cc2)cc1,24.0600,0.4895
CC1CN(c2cccnc2Oc2ccc(NC(=O)c3cccnc3)c(F)c2)CCN1,25.5900,0.4675
O=C(NCc1ccc2c(c1)OCCO2)c1ccc(NC(=O)c2ccccc2)cc1,13.6000,0.3990
CC1(C)Cc2cc(NS(C)(=O)=O)c(NC(=O)Nc3cccc(Cc4ccncc4)c3)cc2O1,21.7200,0.4545
O=C(O)c1cccc(OCC2=CC3=CC=C4C(CCCOC4(CO)c4ccc(C(=O)NCc5ccncc5)cc4)OC3=C2)c1,42.7500,0.6014
O=C(Nc1cc(N2CCOCC2)ccc1C(=O)NCc1ccccc1F)c1ccccc1F,21.8500,0.4920
CN1CCN(c2ccccc2C=NOC(=O)NCc2ccco2)CC1,26.7000,0.3524
CCc1ccccc1NC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCc3cccnc3)cc2)cc1,15.5800,0.4490
O=C(Nc1cccnc1Oc1ccccc1)c1ccc(C2COCCN2C(=O)c2ccccc2)cn1,26.6700,0.5533
O=C(c1ccc(S(=O)(=O)NCc2ccccc2)cc1)N1CCN(c2ccccc2F)CC1,9.5400,0.4687
O=C(NCc1ccc(CN2CCCCC2)cc1)Nc1ccc(S(=O)(=O)N2CCOCC2c2ccccn2)cc1,15.1900,0.5541
COc1ccc(NC(=O)COc2cccc(C(=O)NCc3cccc(OC)c3)c2)cc1,23.3600,0.3426
CC(C)(C)c1ccccc1NC(=O)N1CCN(c2cccc(NC(=O)N3CCOCC3)c2)C(CO)C1,30.6400,0.4496
O=C(NCc1cccnc1)N1CCN(S(=O)(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)CC1,10.3300,0.4456
