SMILES,NLL,Tanimoto,drug_id,cluster
c1ccc(CNC(=NOCc2cccc3ccccc23)c2ccccc2)cc1,20.62,0.3132,ESR1_68,682
O=C(NCc1cccc2ccccc12)Nc1cccc2ccccc12,13.03,0.3449,ESR1_655,243
Cc1c(-c2ccc(C(F)(F)F)cc2)[nH]c(=S)n1Cc1ccccc1,20.07,0.4212,ESR1_217,573
O=C(NCc1ccco1)c1ccc2ccccc2c1,11.3,0.3218,ESR1_568,308
O=C(Nc1ccc2ccccc2c1)c1c(C(F)(F)F)nc2ccccn12,12.33,0.4434,ESR1_581,297
CC(C)NC(=O)Nc1ccc2cc(OCc3ccccc3)ccc2c1,20.55,0.4049,ESR1_712,197
O=C(N=c1[nH]c2ccccc2s1)c1ccc2ccccc2c1,9.43,0.3593,ESR1_800,127
Cc1cccc(C(=O)Nc2ccc(N3CCN(c4ccccc4)CC3)c(C)n2)c1,16.63,0.3884,ESR1_85,671
Cc1c(CNc2ccccc2)sc2ccccc12,10.13,0.3893,ESR1_101,656
CS(=O)(=O)Nc1ccc2c(c1-c1ccco1)CCC2,15.49,0.4675,ESR1_873,73
CCS(=O)(=O)Nc1ccc2sc(C(=O)NC(=O)NCc3ccccc3)cc2c1,16.71,0.3977,ESR1_867,77
O=C(c1ccc(NS(=O)(=O)c2ccc(F)cc2)nc1)N1CCN(c2ccccc2F)CC1,20.33,0.4781,ESR1_89,667
O=C(NN=Cc1ccccc1)Nc1cccc2ccccc12,15.83,0.2899,ESR1_660,239
CC(C)Oc1ccccc1C(=O)Nc1ccc2[nH]c(=O)ccc2c1,20.2,0.4666,ESR1_91,665
Cc1ccccc1NC1CCN(C(=O)Nc2ccccc2)C1,18.06,0.3834,ESR1_128,634
O=C(NCc1cccc2ccccc12)Nc1ccc2nccc(C(F)(F)F)c2c1,16.37,0.4088,ESR1_674,229
O=S(=O)(Nc1cc(CNc2ccccc2)c2ccccc2n1)c1ccccc1,12.98,0.4608,ESR1_20,716
O=C1C(N2CCC(Cc3ccccc3)(c3ccccc3)C2)CCN1Cc1ccccc1,19.1,0.4716,ESR1_279,527
O=C(Nc1ccc(N=c2nc(-c3cccc(Cl)c3)[nH]c3ccccc23)cc1)C1CC1,26.34,0.4131,ESR1_579,299
CS(=O)(=O)Nc1cccc(NC(=O)Nc2cccc3ccccc23)c1,17.04,0.2831,ESR1_185,6
O=C(NCc1ccccc1)N1CCC(Oc2ccc3ccccc3c2)C1,23.78,0.3639,ESR1_25,712
O=C(Nc1ccc(C(=O)N2Cc3ccccc3C2)cc1)N1Cc2ccccc2C1,12.34,0.3923,ESR1_895,54
O=C(Nc1ccc2ccccc2c1)Nc1ncncc1-c1ccc(C(F)(F)F)cc1,16.46,0.3592,ESR1_306,502
c1ccc(-c2nc(CN3CCN(c4ccccc4)CC3)co2)cc1,11.25,0.3762,ESR1_622,266
O=C(NCc1cccc(F)c1)NCc1cnc2ccc(C(F)(F)F)cc2c1,19.68,0.3555,ESR1_193,595
NC(=O)NN=C1c2ccccc2-c2ccccc21,14.11,0.3862,ESR1_205,585
Cc1ccccc1NC(=O)c1ccc(NC(=O)c2ccccc2F)c2ccccc12,17.36,0.4313,ESR1_301,507
O=C(NCc1ccc2ccccc2c1)Nc1ccc(N2CCN(CCc3ccccc3)CC2)nc1,20.06,0.3836,ESR1_679,225
c1ccc(-c2nccnc2NCc2ccc3ccccc3c2)cc1,7.84,0.4145,ESR1_168,611
c1ccc(-c2nc3n(c2-c2ccccc2)CCS3)cc1,14.69,0.4202,ESR1_733,181
O=C(Cc1ccc(Br)cc1)Nc1ccc(NCc2cc3ccccc3o2)nc1,18.63,0.3909,ESR1_260,542
FC(F)(F)c1cccc(NCc2cccc3ccccc23)c1,9.52,0.3975,ESR1_282,524
O=C(NCc1cc2ccccc2oc1=O)Nc1cccc2c1CCC2,22.16,0.469,ESR1_766,157
O=C(NCC1=CCc2ccccc21)c1cc2ccccc2[nH]1,24.92,0.4554,ESR1_783,143
O=C(NCc1ccc(-c2ccc3ccccc3c2)nc1)NCc1ccco1,14.77,0.3697,ESR1_897,52
CCc1ccc2[nH]c(CNC(=O)c3ccccc3)cc2c1,19.1,0.3858,ESR1_339,478
CN(C)c1ccc(NC(=O)Nc2ccc3ccccc3c2)cc1,16.28,0.2508,ESR1_3,726
Cc1ccc2ccc(C(=O)OCc3cccc(C(F)(F)F)c3)cc2c1,26.04,0.3264,ESR1_806,122
Cc1ccc(NC(=O)c2nc3ccccc3nc2CNCc2ccccc2)cc1,17.05,0.4147,ESR1_849,91
O=C(CC1NCc2ccccc21)NCc1ccccc1,16.41,0.3731,ESR1_298,510
O=C(NCc1ccccc1)N(C(=O)Nc1cccc2ccccc12)c1ccccc1,16.67,0.38,ESR1_444,393
NC1CCCc2cccc(CNc3cccc(C(F)(F)F)c3)c21,15.09,0.429,ESR1_442,395
Cc1cccc(NC(=O)NCc2ccccc2N(C)C)c1,16.58,0.3315,ESR1_249,550
CN(C)CCC(=O)NC(=Nc1cccc(C(F)(F)F)c1)NCc1ccccc1,27.29,0.3371,ESR1_16,718
CC(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,15.98,0.3858,ESR1_252,548
CN(CCCC1CCc2ccccc21)c1ccccn1,17.44,0.4523,ESR1_646,249
Cc1cccc(=NCC(=O)Nc2ccc3ccccc3c2)[nH]1,20.98,0.276,ESR1_752,168
O=C(NCc1cccs1)Nc1ccc(NC(=O)c2ccccc2)nc1,12.48,0.3533,ESR1_486,363
O=C(NCc1ccc2ccccc2c1)N1CCc2ccccc21,10.45,0.3976,ESR1_829,107
c1ccc(CNc2ccc3c(Cc4ccccc4)cccc3n2)cc1,15.44,0.3849,ESR1_946,16
Cc1ccc(CNc2ccccc2N2CCN(c3cccc(C)c3C)CC2)cc1,21.05,0.3658,ESR1_43,700
Cc1cccc(C(=O)Nc2ccc(C(=O)Nc3ccccc3)cn2)c1,15.18,0.4512,ESR1_539,0
O=S(=O)(Nc1cccc(CNc2cccc(C(F)(F)F)c2)c1)c1cc2ccccc2s1,15.94,0.4074,ESR1_665,236
O=C(NCc1ccccc1)NCc1ccc(C(=O)N2Cc3ccccc3C2)cc1,8.6,0.3974,ESR1_831,105
O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1Cc1ccccc1,12.35,0.4455,ESR1_48,696
O=C(N=c1[nH]c2ccccc2o1)NCc1cccc2ccccc12,14.57,0.3841,ESR1_731,182
O=S(=O)(NC(CCNc1cccc2ccccc12)c1ccccc1)c1ccccc1Cl,26.29,0.4366,ESR1_758,163
c1ccc(CCCCc2ccc(NC3=Nc4ccccc4SC3)cc2)cc1,21.9,0.3108,ESR1_812,120
O=C(CCc1ccccc1)NC(=O)Nc1ccccc1N1CCN(c2ccccc2)CC1,15.19,0.3614,ESR1_384,442
O=S(=O)(Nc1ccc2sc(CNCC3CC3)cc2c1)c1ccccc1,20.38,0.4218,ESR1_522,336
O=S(=O)(Nc1ccc2c(c1)C(c1ccccc1)CO2)c1cccc2ccccc12,20.23,0.4338,ESR1_272,532
O=C(Oc1ccccc1)C1CCCN(C2CC2)C1,21.28,0.3688,ESR1_127,635
