SMILES,NLL,Tanimoto,drug_id,cluster
O=C(COc1ccc(C(=O)NCc2ccccn2)cc1)NS(=O)(=O)c1ccc2ccccc2c1,22.22,0.3926,JAK1_341,436
COc1ccc(NC(=O)CNS(=O)(=O)c2ccc(C(=O)Nc3cc(C)ccc3C)cc2)cc1,22.05,0.4813,JAK1_533,306
O=C(CO)N=c1[nH]c2ccccc2nc1CNc1ccc(Cc2ccccn2)cc1,24.63,0.4082,JAK1_759,147
O=C(NC1CCN(C(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)C1)N1CCc2ccccc2C1,21.13,0.4846,JAK1_809,121
CC(=O)N1CCN(C(=O)N2CCN(S(=O)(=O)c3ccc(NC(=O)Nc4ccccc4)cc3)C2)C(C)(C)C1,19.85,0.4548,JAK1_922,43
COc1ccc(C(=O)Nc2ccccc2NC(=O)c2cccnc2)cc1,13.67,0.4578,JAK1_40,636
O=C(COc1ccc(C(=O)NCc2ccccn2)cc1)NCc1ccccn1,15.43,0.3293,JAK1_304,462
CNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccccc4C)C(C)C3)cc2)cc1,24.06,0.4895,JAK1_196,532
O=C(COc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCNCC3)cc2)cc1)Nc1cccnc1,14.55,0.464,JAK1_219,519
COc1ccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)NCc4cccnc4)CC3)cc2)cc1,11.14,0.4454,JAK1_428,373
O=C(Nc1ccccc1)Nc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cccnc3)CC2)cc1,13.52,0.4778,JAK1_650,228
CCc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)N4CCNCC4)CC3)cc2F)cc1,16.19,0.4506,JAK1_783,136
Cc1ccccc1S(=O)(=O)NCc1cnnc2ccc(C(=O)NCc3ccc(CN)cc3)cc12,31.28,0.4657,JAK1_38,638
CCc1ccc(CNS(=O)(=O)c2cccc(C(=O)Nc3ccc4ccnnc4c3)c2)cc1,22.04,0.4578,JAK1_4,657
O=C(NCc1ccccc1)N1CCN(C(=O)c2ccc(S(=O)(=O)Nc3cccnc3)cc2)CC1,15.46,0.4857,JAK1_660,223
COc1ccc(C(=O)Nc2ccc3[nH]cc(C(=O)O)c(=O)c3c2)cc1,22.34,0.4343,JAK1_417,381
CCCNC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)Nc3cccc(C)c3)cc2)CC1,12.83,0.4193,JAK1_121,578
Cc1ccccc1NC(=O)N1CCN(S(=O)(=O)c2ccc(NNC(=O)c3ccccc3)cc2)CC1,15.22,0.4473,JAK1_311,457
O=C(c1ccc(NS(=O)(=O)c2ccccc2)cc1)N1CCN(C(=O)c2ccccc2F)CC1,13.81,0.4622,JAK1_472,342
Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)c4cccnc4)CC3)cc2)cc1,14.46,0.4626,JAK1_233,509
CCOc1ccc(CNC(=O)c2ccc(Oc3cc[nH]c(=NC)n3)cc2)cc1,24.34,0.3249,JAK1_913,49
COc1cccc(C(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)Nc4ccccc4C)CC3)cc2)c1,13.78,0.4512,JAK1_546,18
Cc1cccc(NC(=O)CSc2nc3cccc(C(=O)NCc4ccccn4)c3o2)c1,16.98,0.4932,JAK1_295,469
CCc1cccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)N4CCN(c5ccccn5)CC4)CC3)cc2)c1,16.05,0.4942,JAK1_525,312
Cc1ccc(S(=O)(=O)c2cc3nccnc3cc2CNC(=O)NCc2ccccc2)cc1,21.7,0.417,JAK1_669,217
CCC(=O)Nc1ccc(NS(=O)(=O)c2ccc(NC(=O)C3COc4ccccc4O3)cc2)cc1,29.05,0.4605,JAK1_751,152
Cc1ccc(C)c(S(=O)(=O)NCc2nc(Cc3ccncc3)c(C)o2)c1,19.34,0.4247,JAK1_230,510
Cc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(NC(=O)N(Cc4ccco4)c4ccccc4)cc3)CC2)cc1,25.11,0.4892,JAK1_380,404
COc1ccnc(C(=O)Nc2ccc(Oc3ccc(COc4ccncc4)cc3)c(Cl)c2)c1N,35.93,0.4362,JAK1_24,646
Cc1cnc(Cc2ccccc2C(=O)Oc2ccc(C(=O)NCc3ccccc3)cc2)cn1,23.24,0.3642,JAK1_279,481
CN1CCC(COc2ccc(NC(=O)Nc3ccc(S(=O)(=O)Nc4cccnc4)cc3)cc2)CC1,23.47,0.4882,JAK1_893,61
NS(=O)(=O)c1cccc(NC(=O)Nc2ccc(S(=O)(=O)NCc3cccnc3)cc2)c1,20.55,0.4079,JAK1_803,124
O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccc2nccnc2c1O,19.29,0.4224,JAK1_251,499
COc1cccc(C(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)OCc4ccccc4)CC3)cc2)c1,15.92,0.4362,JAK1_828,110
Cc1ccc(SCC(=O)Nc2ccccc2)n1NC(=O)c1ccncc1,20.08,0.3787,JAK1_461,352
CNC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3ccc(C(=O)Nc4cccnc4N(C)C)cc3)CC2)cc1,21.79,0.4972,JAK1_481,338
Cc1ccc(NC(=O)N2CCN(S(=O)(=O)c3ccc(NC(=O)Nc4ncccn4)cc3)CC2)cc1,21.17,0.4332,JAK1_489,334
COC(=O)c1ccc(C(=O)Nc2ccc(C(=O)N3CC(C)(C)Nc4ccccc43)cc2)cc1,21.13,0.4691,JAK1_274,485
COc1ccc(-c2ccccc2S(=O)(=O)Nc2ccc3c(c2)NC(=O)CO3)cc1OC,22.93,0.4861,JAK1_362,420
Cc1ccccc1NC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)NC(=O)C(C)NC(=O)c3ccccc3)cc2)CC1,23.78,0.4624,JAK1_580,278
Cc1ccc(C(=O)Nc2cccc(Cc3ccccn3)c2)cc1NC(=O)c1ccccc1F,20.98,0.446,JAK1_229,511
CCc1ccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccccc4C)CC3)cc2)cc1,10.79,0.4413,JAK1_927,39
CCc1ccccc1NC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)NC(C)(C)C(=O)NCc3ccccc3)CC2)cc1,17.99,0.4564,JAK1_541,299
O=C(Nc1cccnc1)c1ccc(C2CCCCN2C(=O)NCc2ccccc2)cc1,17.18,0.4467,JAK1_377,406
Cc1ccncc1NC(=O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,11.98,0.4261,JAK1_511,321
COc1ccc(NC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)Nc4cccnc4OC)CC3)cc2)cc1,15.8,0.4584,JAK1_469,345
CCc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)N3CCN(C(=O)N4CCCC(C)C4)CC3)cc2)cc1,12.37,0.4627,JAK1_695,194
COc1ccc(Oc2ncccc2NC(=O)c2ccc(OCc3ccccn3)nc2)cc1,21.07,0.4555,JAK1_122,577
O=C(NCc1cccnc1)c1ccc(NC(=O)c2ccc(S(=O)(=O)NCc3ccc(F)cc3)cc2)cc1,19.12,0.4599,JAK1_710,181
O=C(Nc1cccc(S(=O)(=O)NCc2ccccc2)c1)c1ccc2nccnc2c1,17.97,0.4875,JAK1_527,310
COc1ccc(NC(=O)c2cc(Cn3nc(C(=O)O)cc3C)ccc2F)cc1,26.37,0.4486,JAK1_924,42
O=C(Cc1ccccc1)Nc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCN(c4ccccc4)CC3)CC2)cc1,17.08,0.4437,JAK1_317,452
CCc1ccc(CNS(=O)(=O)c2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc2)cc1,11.56,0.3751,JAK1_686,202
