SMILES,NLL,Tanimoto,drug_id,cluster
CCOC(=O)C1CCCC(NCc2ccc(OC)cc2)C1,8.87,0.3106,SPIN1_733,88
CCNC(=O)C1CCC2(CCCC2)C1NCc1ccc(OC)cc1,10.81,0.3074,SPIN1_78,616
Cc1ccc(NC(=O)C2(C)CCC3(CCCC3)CC2)cc1,11.7,0.2259,SPIN1_185,535
COc1ccc(CCNC(=O)C2CCCC2)cc1,6.84,0.2708,SPIN1_0,63
Cc1ccc(NC(=O)CNC(=O)c2ccc[nH]2)cc1,20.79,0.2511,SPIN1_657,144
CCCCNC(=O)C1CCCC1(O)CNCC1CCCC1,20.7,0.2013,SPIN1_370,376
COc1cccc(C(O)CNC2CCC2)c1,11.3,0.3083,SPIN1_313,425
CCC1(COc2ccc(C)cc2)CCC2(CCN(CCC(=O)O)CC2)O1,19.23,0.3159,SPIN1_521,255
Cc1ccc(NC(=O)NC(=O)C2CCCC2C(=O)NCC(C)(C)C)cc1,18.07,0.2572,SPIN1_11,662
COc1ccc(CCNC(=O)C(C)(C)CCC(=O)NC2CCCC2)cc1,16.08,0.2687,SPIN1_413,337
CC1CCCC(NCC(=O)Nc2ccccc2Cl)C1,12.62,0.2075,SPIN1_125,579
COc1ccc(CCCNC(=O)CC2CCC3CCCCC32C)cc1,14.79,0.2657,SPIN1_736,86
CCNC(=O)C1CCC2C(NCc3ccc(OC)cc3)CCC12,7.47,0.2957,SPIN1_66,626
Cc1ccc(CCN2CCC3(CCC3)CCC(C(=O)NCC(C)(C)C)C2)cc1,12.01,0.2533,SPIN1_693,121
CC1CCN(C(=O)CNC2CCCC(C)(C)C2)CC1,13.36,0.1654,SPIN1_543,235
COCC1CCOC2(CCC(C(=O)NCCCc3ccccc3)C2)O1,18.94,0.2856,SPIN1_649,150
Cc1ccc(NC(=O)COCCN2CCCC2)cc1,15.22,0.2201,SPIN1_560,222
CC(C)c1ccc(CC(CC2CCC2)NCC(O)COc2ccccc2)cc1,16.75,0.3157,SPIN1_648,151
Cc1ccc(OCC2(COC(N)=O)CCC2)cc1,10.09,0.2678,SPIN1_273,462
Cc1ccc(CCCNC(=O)NCC2CCC2)cc1,10.04,0.1639,SPIN1_31,649
COc1ccc(CNC(=O)CC2CCCC(C)C2)cc1,10.95,0.31,SPIN1_252,57
CC(C)(CC1CCC1)NC(=O)N1CCC(c2cccs2)CC1,16.27,0.2353,SPIN1_62,630
Cc1ccccc1NC(=O)CN1CCN(C(=O)C2CCC2)CC1,18.58,0.2726,SPIN1_193,528
COc1ccc(C)cc1NC(=O)CCc1cccn1C,17.0,0.3239,SPIN1_476,290
O=C(CC1CCC2(C1)OCCO2)Nc1ccccc1F,11.84,0.2496,SPIN1_523,253
O=C(CNC1CCC1)Nc1ccc(Br)cc1,10.02,0.1691,SPIN1_68,624
COc1ccc(CNC2(CO)CCC2)cc1,14.54,0.3137,SPIN1_691,123
COc1ccc(CNC(=O)C2CCCC2C(=O)NCc2ccccc2OC)cc1,7.91,0.3842,SPIN1_36,646
CCc1ccc(NC(=O)NC2CCCC(C)(C)C2)cc1,8.86,0.2315,SPIN1_191,530
COc1ccc(CNC2CCC(NCc3ccc(OC)cc3)(C(F)(F)F)C2(C)C)cc1,10.94,0.321,SPIN1_164,58
COc1ccc(CC2CCC3(C(=O)NCCCc4ccccc4)CCCC2C3)cc1,15.3,0.2945,SPIN1_568,216
COc1cccc(CNC(=O)C2CCCC2C(=O)NCc2ccc(Cl)cc2)c1,11.07,0.3445,SPIN1_484,17
CCn1ccnc1CCN1CCC(NCc2cccc(Cl)c2)C1,23.57,0.2827,SPIN1_152,560
CCNC(=O)C1CCC2(C1)NC(=O)CCN2CC,15.23,0.2548,SPIN1_549,230
O=C(Nc1ccc(Cl)cc1)NC1CCN(C(=O)NCC2CCC2)C1,11.92,0.2502,SPIN1_131,577
CCCCCc1ccc(C(=O)NC2CCN(CC(C)C)C2)cc1,17.15,0.2577,SPIN1_712,104
COc1ccc(C)c(C(=O)NCC2CCC2)c1,12.24,0.4377,SPIN1_236,493
CCN(CC)C(=O)C1CCC(NCc2ccc(N(C)C)nc2)C1,22.22,0.2967,SPIN1_669,136
CNC(=O)C1CCC2(C1)NCc1cc(OC)ccc12,14.98,0.4811,SPIN1_759,66
O=C(CC1CCC1)NC1CCCCCC1,10.05,0.1171,SPIN1_472,294
CCc1ccc(S(=O)(=O)NC2(C)CCC2CC(=O)NC2CCCC2)cc1,17.43,0.3119,SPIN1_495,275
O=C(CNC1CCC1)Nc1ccccc1,8.18,0.1556,SPIN1_430,323
COc1ccc(CC2CCC3(CCN(CC(C)NCC(O)C(C)(C)N)CC3)O2)cc1,19.68,0.3228,SPIN1_246,484
CCOC(=O)C1CCCC1C(=O)NCCc1cccc(OC)c1,8.45,0.3232,SPIN1_359,385
COc1ccc(CCNC(=O)C2CCC3(CCC3)C23OCCO3)cc1,11.37,0.3567,SPIN1_189,532
COc1ccc(NC(=O)NC2CCN(CC3CCC3)C2)cc1,9.47,0.2703,SPIN1_701,115
COc1ccc(CCNC(=O)C2CCC3C(NC(C)(C)C)CCC23)cc1,12.3,0.2929,SPIN1_22,655
COc1ccc(CCNC(=O)C2CCC2)c(OC)c1,6.89,0.3308,SPIN1_581,43
COc1ccccc1C(=O)N(C)CC1CCC1,13.75,0.3944,SPIN1_513,261
COc1cccc(CNC2CCN(CC(=O)N3CCC(NCc4ccccc4OC)C3)CC2)c1,16.1,0.3912,SPIN1_661,141
Cc1cccc(NC(=O)CNC2CCC2)c1C,7.33,0.2582,SPIN1_438,319
COCc1ccc(NC(=O)N2CCC(C)C2)cc1,15.15,0.2264,SPIN1_664,139
COc1ccc(CC(NCc2ccc(C)cc2)C(O)CNC2CCC2)cc1,15.6,0.3163,SPIN1_386,363
COc1ccc(CCN(C)CC2CCN(C(=O)Nc3ccc(C)cc3)C2)cc1,16.67,0.3123,SPIN1_400,350
CCC(C)NC(=O)N1CCC(NCc2cc(Cl)ccc2OC)C1,14.84,0.3468,SPIN1_183,537
CC(CC(=O)O)CC(CC1CCCCC1)Oc1ccc(O)n1Cc1ccccc1,33.84,0.2807,SPIN1_404,346
Cc1ccc(CCCC2CCN(C(=O)NCC3CCC3)C2)cc1,15.22,0.2275,SPIN1_249,481
CCOCOC1CCC2(CCC3C2CCC2(C)C(C(=O)NCC(C)C)CCC32)CC1OC,25.76,0.2191,SPIN1_419,332
O=C(CC1CCC1)NCCc1ccc(Cl)cc1,6.84,0.1891,SPIN1_103,599
CCNC(=O)C1CCC2(CCCC2)CCN(CCc2ccc(Cl)cc2)C1,8.39,0.2563,SPIN1_551,39
O=C(NCC1CCCCC1)C1CCCC1C(=O)NCC1CCCC1,11.05,0.1436,SPIN1_725,94
COc1cccc(CNC2CCN(C(=O)NC3CCC3)C2)c1,6.82,0.3358,SPIN1_285,27
CC1(C(=O)NCCc2ccccc2)CCC2(CCCCC2)O1,13.12,0.2677,SPIN1_192,529
