SMILES,NLL,Tanimoto,drug_id,cluster
COc1cc(-c2ccc(OC)c(S(=O)(=O)NCCN(C)c3ccccc3)c2)ccc1NC(C)=O,19.69,0.4259,P2RX3_215,292
COc1ccc(S(=O)(=O)Nc2ccccc2NS(=O)(=O)c2cc(OC)ccc2OC)cc1,10.54,0.4351,P2RX3_298,256
COc1ccc(-c2ccc(OC)c(S(=O)(=O)NC(=O)c3ccccc3OC)c2)cc1OC,5.92,0.4554,P2RX3_42,49
COc1ccc(S(=O)(=O)Nc2c(N(C)C(=O)c3cc(OC)cc(OC)c3)cc(OC)c3ccc(OC)cc23)cc1,15.18,0.4945,P2RX3_362,230
COc1cc(C(=O)Nc2ccc(SC)c(C(C)=O)c2OC)cc(OC)c1OC,17.96,0.4854,P2RX3_313,248
COc1cc(OC)cc(C(=O)N(CC(=O)Nc2ccccc2OC)c2cc(OC)ccc2OC)c1,8.08,0.474,P2RX3_77,17
COc1ccc(S(=O)(=O)Nc2ccc(NC(=O)Cc3cc(OC)n(C)n3)c(OC)c2)cc1,10.54,0.4578,P2RX3_259,272
COc1cc(C(=O)Nc2sccc2OC(=O)c2c(OC)cccc2OC)cc(OC)c1OC,16.12,0.4498,P2RX3_328,242
CNS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2ccc(OC)cn2)c(F)c1,8.82,0.4768,P2RX3_87,339
COc1cc(OC)cc(C(=O)Nc2ccc(-c3cccc(S(=O)(=O)NC(=O)OC(C)(C)C)c3)cc2OC)c1,7.59,0.4551,P2RX3_639,98
COc1cc(OC)cc(S(=O)(=O)Nc2c(OC)ccc(C(=O)Nc3ccc(OC)c(OC)c3)c2OC)c1,11.58,0.4994,P2RX3_360,231
COc1ccc(OC)c(NC(=O)c2cc(OC)ccc2NS(=O)(=O)c2cc(OC)ccc2OC)c1,8.9,0.4956,P2RX3_47,25
COc1ccc(CC(=O)Nc2oc(-c3cc(OC)c(OC)cc3OC)cc2OC)cc1OC,12.58,0.4923,P2RX3_433,195
COc1ccc(S(=O)(=O)Nc2ccccc2OC)cc1NC(=O)c1ccccc1OC,8.09,0.4291,P2RX3_170,77
COc1cc(NS(=O)(=O)c2ccc(OC)cc2-c2ccc(NC(=O)C(F)F)cc2)cc(OC)c1,12.7,0.4656,P2RX3_523,145
COc1ccc(S(=O)(=O)Nc2cccc(OC)c2NC(=O)c2ccc(OC)c(OC)c2)cc1,7.09,0.4456,P2RX3_238,31
COc1ccc(S(=O)(=O)Nc2ccc(OC)c(OCC(=O)Nc3cc(OC)ccc3OC)c2)cc1,7.61,0.412,P2RX3_388,218
COc1ccc(NC(=O)c2cccc3c2ccn3-c2ccc(OC)c(OC)c2)c(OC)c1,17.39,0.4612,P2RX3_474,178
CNS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Nc2ccc(OC)c(OC)c2)cc1,11.24,0.4562,P2RX3_540,138
COc1ccnc(N2CCN(c3ccc(-c4ccc(OC)c(OC)c4)nn3)CC2)c1,7.94,0.4107,P2RX3_301,254
COc1cc(OC)cc(C(=O)N(Cc2cccnc2)c2ccc(NC(=O)c3ccco3)c(OC)c2)c1,14.87,0.4867,P2RX3_440,192
COc1ccc(NC(=O)c2cccc(OC)c2NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,9.24,0.4184,P2RX3_498,66
COc1cc(OC)cc(N(C)S(=O)(=O)c2ccc(NC(=O)c3ccccc3OC)cc2)c1,13.28,0.4318,P2RX3_8,363
COc1cc(OC)cc(C(=O)N(C)c2c(OC)cccc2C(=O)Nc2ccc(OC)c(OC)c2)c1,9.35,0.4727,P2RX3_248,278
COc1cc(OC)c(OC)cc1NC(=O)c1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,16.09,0.4877,P2RX3_276,265
COc1cc(NS(=O)(=O)c2cc(NC(=O)c3ccc(OC)c(OC)c3)c(OC)cc2OC)cc(OC)c1,8.32,0.4938,P2RX3_495,160
COc1ccc(NC(=O)Cc2ccc(OC)c(S(=O)(=O)Nc3cccc(C)c3)c2)cc1OC,16.79,0.4291,P2RX3_524,144
COc1ccc(NC(=S)Nc2cccc(OC)c2NC(=O)c2ccc(OC)c(OC)c2)cc1OC,9.24,0.4004,P2RX3_652,90
COc1cccc(NS(=O)(=O)c2ccc(OC)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c2)c1,8.02,0.4377,P2RX3_15,5
COc1ccc(C(=O)Nc2ccccc2N2CCOCC2)cc1NC(=O)c1cc(OC)c(OC)c(OC)c1,13.2,0.4331,P2RX3_7,71
COc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3cscn3)cc2)c2ncccc2c1,11.99,0.4401,P2RX3_641,97
COc1ccc(S(=O)(=O)Nc2cccc(OC)c2NS(=O)(=O)c2cc(OC)ccc2OC)cc1,5.45,0.4323,P2RX3_10,10
COc1ccc(NS(=O)(=O)c2ccccc2)cc1NC(=O)c1cc(OC)c(OC)c(OC)c1,16.12,0.412,P2RX3_234,46
COc1ccc(S(=O)(=O)Nc2ccccc2OC)cc1NC(=O)c1occ(OC)c1OC,8.46,0.4914,P2RX3_156,314
COc1ccc(Oc2ccc(NC(C)=O)cc2)cc1NS(=O)(=O)c1ccc(OC)c(OC)c1,13.28,0.4073,P2RX3_374,225
COc1ccc2nc(-c3ccc(OC)c(OC)c3)nc(N3CCN(c4nccc(OC)n4)CC3)c2c1,14.49,0.4986,P2RX3_277,264
COc1ccc(NC(=O)c2cc(NC(=O)c3cc(OC)c(OC)c(OC)c3)c(NC(=O)C3CCCC3)c(OC)c2)cc1OC,15.8,0.4758,P2RX3_266,270
COc1cc(S(=O)(=O)Nc2cc(OC)c(OC)c(OC)c2)ccc1S(=O)(=O)N1CCCCCC1,21.75,0.4698,P2RX3_601,114
COc1ccc(NC(=O)c2ccc(OC)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c2OC)c(OC)c1,10.76,0.4545,P2RX3_108,65
COc1ccc(S(=O)(=O)Nc2cccc(OC)c2NS(=O)(=O)c2cc(OC)cc(OC)c2)cc1,5.96,0.3568,P2RX3_347,22
COc1ccc(S(=O)(=O)Nc2ccc(NC(=O)c3ccc(OC)cc3OC)c(OC)c2)cc1,8.43,0.4303,P2RX3_434,69
COc1ccc(C(=O)Nc2ccc(OCc3cccc(-c4ccc(C(=O)O)cn4)c3)cc2F)cc1OC,20.65,0.464,P2RX3_657,87
COc1cc(-c2ccc(OC)c(OC)c2)ncc1NC(=O)c1cc(OC)c(OC)c(OC)c1,7.07,0.483,P2RX3_174,307
COc1ccc(-c2cc(CN(C)C(=O)c3cc(OC)ccc3OC)co2)c(OC)c1,12.97,0.4719,P2RX3_296,258
COc1ccccc1CC(=O)Nc1cc(C(=O)OCc2ccc(OC)c(OC)c2)ccc1OC,21.38,0.4148,P2RX3_532,142
COc1cc(OC)cc(S(=O)(=O)Nc2c(N=c3ccc(OC)c(OC)[nH]3)cccc2OC)c1,14.4,0.4843,P2RX3_420,202
COc1ccc(S(=O)(=O)c2ccc(OC)cc2-c2ccc(NC(=O)c3cnc(C)o3)cc2)cc1,19.1,0.4548,P2RX3_493,162
COc1cc(NS(=O)(=O)c2cc(-c3ccc(NC(C)=O)c(OC)c3)ccc2OC)cc(OC)c1,15.85,0.435,P2RX3_232,39
COc1ccc(NS(=O)(=O)c2ccc(OC)c(NS(=O)(=O)Cc3ccccc3)c2)c(OC)c1,9.27,0.3849,P2RX3_465,184
COc1ccc(S(=O)(=O)Nc2ccc(OC)c(OC)c2)cc1NC(=O)Cc1ccc(OC)c(OC)c1,7.45,0.4307,P2RX3_373,43
COc1ccc(OC)c(C(=O)N(Cc2ccccn2)C(=O)c2cccs2)c1,21.01,0.4554,P2RX3_653,89
COc1ccc(S(=O)(=O)NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC,8.35,0.393,P2RX3_377,222
COc1ccc(OC(=O)c2ccc(OC)c(OC)c2OC)c(NS(=O)(=O)c2ccc(OC)c(OC)c2)c1,13.4,0.4794,P2RX3_536,140
COc1cc(-c2noc(-c3ccc(OC)c(OC)c3)n2)ccc1NC(=O)c1ccc(OC)c(OC)c1,7.4,0.4997,P2RX3_310,249
CNS(=O)(=O)c1ccc(OC)cc1-c1ccc(NC(=O)Cc2cc(C)on2)c(F)c1,13.07,0.4799,P2RX3_394,213
COc1ccc(NC(=S)Nc2cc(OC)c(OC)cc2OC)cc1NC(=O)c1ccc(OC)c(OC)c1,13.61,0.408,P2RX3_446,190
COc1cccc(NS(=O)(=O)c2ccc(OC)c(NC(=O)c3ccc(OC)c(OC)c3)c2)c1,10.66,0.4274,P2RX3_3,8
COc1cc(NC(=O)NS(=O)(=O)c2ccc3c(-c4ccc(OC)c(OC)c4)cccc3c2)cc(OC)c1,10.99,0.3992,P2RX3_251,276
COc1cccc(N(C)C(=O)c2cc(S(=O)(=O)Nc3ccccc3OC)ccc2OC)c1,14.88,0.4942,P2RX3_461,185
COc1ccc(OC)c(NS(=O)(=O)c2ccc(OC)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c2)c1,8.53,0.4625,P2RX3_53,7
COc1cc(CC(=O)Nc2cc(S(=O)(=O)Nc3cc(OC)cc(OC)c3)ccc2OC)cc(OC)c1,9.67,0.4076,P2RX3_160,78
COc1ccc2nccc(N(C(=O)c3ccc(OC)c(OC)c3)c3ccc(OC)c(OC)c3)c2c1,16.48,0.4733,P2RX3_515,150
COc1ccc(-c2ccc(OC)c(S(=O)(=O)Nc3ccccc3NC(C)=O)c2)cc1OC,9.98,0.4257,P2RX3_487,167
COc1cccc(C(=O)Nc2ccccc2NC(=S)Nc2cc(OC)ccc2OC)c1,13.25,0.3771,P2RX3_141,321
CCC(=O)Nc1ccc(-c2ccc(OC)c(NS(=O)(=O)c3ccccc3C(=O)O)c2)cc1,21.46,0.4462,P2RX3_339,240
