SMILES,NLL,Tanimoto,drug_id,cluster
COC(=O)c1ccc(C=NNC(=O)c2ccccc2OC)cc1,18.44,0.2658,FTO_850,133
COc1ccc(C(=O)NNc2ccc(F)cc2[N+](=O)[O-])cc1,20.46,0.3465,FTO_785,197
COc1ccc(NC(=O)N=c2[nH]c(C)cs2)cc1,8.28,0.2323,FTO_284,689
COc1ccc(CN2CCC(NC(=O)Nc3cccc(OC)c3)CC2)cc1,15.15,0.354,FTO_706,275
COc1cc(OC)c(CC(=O)NC2CCSC2=O)cc1O,10.32,0.3383,FTO_960,31
CSc1ccc(C2=NNC(=O)C(C(=O)Nc3ccccc3)C2)cc1,18.77,0.3413,FTO_949,42
COc1ccc(CC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1O,11.62,0.3564,FTO_629,349
COc1cc(OC)c(OC)cc1C=CC(=O)Nc1ccccc1Cl,9.76,0.3212,FTO_437,537
COc1cc(C=Cc2cc(O)ccc2CC(=O)NCc2ccccc2)ccc1O,17.21,0.3492,FTO_798,184
COCc1ccc(S(=O)(=O)C2CC23CCNCC3)cc1,28.41,0.2812,FTO_712,269
COc1ccc(-c2ccc(S(=O)(=O)N3CCNC3)cc2)cc1,14.77,0.2656,FTO_881,104
COc1ccc(C(=O)c2cc(C)cc(N)c2C(=O)Nc2ccccc2CC(=O)O)cc1,32.22,0.4147,FTO_262,710
COc1ccc(C(CC(=O)O)CN2CCOCC2)c(O)c1,14.3,0.3313,FTO_735,246
COc1ccc(CN2CCCC2CNC(=O)CNC(=O)c2ccco2)cc1,17.51,0.3981,FTO_138,830
COC(=O)Cc1c(C(=O)NC(C)c2ccccc2)cc(O)c(OC)c1O,20.89,0.4009,FTO_376,597
COc1ccc(CNC(=O)c2cc(C=CC(=O)NC3CCSS3)n(C)c2)cc1,17.67,0.3801,FTO_673,306
COc1ccc(Nc2ccc3cc(C(=O)NC4CCC4)ccc3c2)cc1,21.76,0.3422,FTO_65,902
COc1ccc(N=Cc2cc(OC)c(O)cc2C=CC(=O)NCc2ccccc2)cc1,15.98,0.341,FTO_148,821
COc1ccc(NC(=O)NCc2ccco2)c(C)c1,18.26,0.2722,FTO_508,466
COc1ccc(NC(=O)Cc2ccc(O)cc2OC)cc1,6.63,0.2582,FTO_461,513
COc1cc(C(=O)NCc2ccc(SC)cc2)cc(OC)c1OC,11.11,0.3937,FTO_713,268
O=C(c1ccccc1-c1ccc(Cl)cc1)N1CCOCC1CN1CCOCC1,20.47,0.3636,FTO_693,287
COC(=O)c1ccc(OC)c(-c2ccc(CC(C)C(=O)O)cc2)c1,17.62,0.3113,FTO_778,204
COc1cc2c(ccc1=O)C(CC(=O)O)CCc1cc(SC)ccc1-2,24.75,0.4037,FTO_743,239
COc1cc(-c2cc(C(N)=O)cnc2C)cc(C#N)c1OC,24.1,0.411,FTO_678,302
COc1ccc(NS(=O)(=O)C=CC(=O)N=c2cco[nH]2)cc1,21.57,0.253,FTO_971,21
CNC(=O)C=Cc1cccc(C=Cc2ccc(C=Cc3cccc(C)c3)c(OC)c2)c1,24.84,0.2598,FTO_853,130
COC(C)C(CN)NC(=O)C(NC(C)=O)C(C)c1ccccc1,36.33,0.3513,FTO_162,808
CNC(=O)COc1cccc(CNCc2ccccc2)c1,11.39,0.3887,FTO_958,33
Cc1oc(=O)c(CN(C)N=O)c(O)c1C,23.08,0.3035,FTO_730,251
COC(=O)N1CCN(Cc2cc(OC)c(OC)cc2CCN(C)C)CC1,22.18,0.4403,FTO_794,188
O=C(Nc1ccc(S(=O)(=O)N2CCNC2c2ccccc2)cc1)NC1CCOC1,15.64,0.4136,FTO_337,636
COC(=O)C=Cc1cc(OC)cc(C2=CC(C)NCC2)c1,17.9,0.2977,FTO_616,361
COc1cccc(COC(=O)NC2CCCC2)c1,13.23,0.2877,FTO_946,45
Cc1cccc(C(=O)NCCOc2ccc(CC(=O)O)cc2)c1,12.96,0.2967,FTO_395,578
CC(C)(Cc1cccc(C(N)=O)c1)C(=O)NCc1ccccc1,18.66,0.3085,FTO_830,153
CCOc1ccc(CC(=O)O)c(CN2CCOCC2)c1,10.51,0.4082,FTO_439,535
COc1ccccc1NC(=O)C=Cc1cc(OC)c(OC)c(OC)c1,11.89,0.3053,FTO_291,682
COc1cc(Cl)c(CN(C)Cc2ccccc2OC)c(OC)c1,20.14,0.3024,FTO_24,942
COc1cc(S(=O)(=O)NCc2ccc(SC)cc2)ccc1N,20.32,0.2754,FTO_8,958
COc1c(C)c(CCC(=O)O)c(CN2CCCC2)c(O)c1OC,21.37,0.4015,FTO_496,478
COC(=O)c1c(C)cccc1COc1ccc(C=CC(O)=NO)cc1,22.35,0.2803,FTO_97,870
CCS(=O)(=O)NCc1cc(-c2cccc(OC)c2)cs1,21.7,0.3106,FTO_664,315
Oc1ccc(Cc2ccc(CN(O)Cc3ccccc3)o2)cc1,22.16,0.2425,FTO_449,525
O=C(O)Cc1ccc(OCCc2ccccc2)cc1,8.73,0.2219,FTO_200,771
N#Cc1cccc(CNC(=O)c2ccccc2Sc2ccccc2CC(=O)O)c1,19.84,0.3025,FTO_173,797
Cc1ccc(N=c2[nH][nH]c(=NCc3ccccc3)[nH]2)cc1,18.24,0.2477,FTO_858,126
COc1ccc(CNC(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1,14.7,0.3243,FTO_744,238
CCN(CC)C(=O)c1cccc(C=CC(=O)Nc2cc(OC)cc(OC)c2)c1,16.28,0.3109,FTO_179,791
COc1cc(NC(=O)N=c2cccc(C)[nH]2)cc(OC)c1OC,11.7,0.2796,FTO_253,719
COc1ccc(S(=O)(=O)N2CCCC2)c(CCN2CCN(C)CC2)c1,25.02,0.3585,FTO_4,962
COc1ccc(-c2c(C)cc(C=CC(C)=O)cc2OC)c(C)c1,18.49,0.2818,FTO_658,321
COc1ccc(C=Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2)ccc1=O,18.17,0.293,FTO_10,956
CCC(NC(=O)c1cc(OC)cc(OC)c1)c1ccncc1,20.8,0.3506,FTO_564,410
COc1cccc(CNc2coc(O)c2CC(=O)O)c1OC,15.55,0.3614,FTO_485,489
COc1cc(C=CC(=O)Nc2ccc(S(N)(=O)=O)cc2)ccc1O,10.22,0.3027,FTO_890,95
COc1cccc(NC(=O)Cc2cc(O)c(OC)cc2OC)c1,8.35,0.303,FTO_687,293
Cc1ccc(CN=c2cc(N)nc(C#CCOc3ccccc3)[nH]2)cc1,24.61,0.2819,FTO_609,368
c1ccc(CN=c2[nH]c3ccccc3nc2SCc2ccco2)cc1,25.24,0.3649,FTO_397,576
O=C(NCc1cccc(N2CCOCC(C(=O)O)C2)c1)c1cccs1,17.85,0.344,FTO_249,723
COc1ccc(C(=O)NCC(=O)NCc2cccc(C)c2)cc1,19.31,0.314,FTO_5,961
COc1cccc(-c2cccc(C(=O)NN3CCOCC3)c2)c1,16.48,0.2867,FTO_784,198
Cc1cc(C(=O)N=c2cc[nH]c(CC(=O)Nc3ccccc3)c2)ccc1C(N)=O,31.02,0.3184,FTO_209,762
COC(=O)c1ccc(OC)c(-c2cc(OC)c(O)cc2CC(=O)O)c1,18.82,0.3673,FTO_862,122
COc1cccc(NC(=O)C=Cc2c(OC)ccc(-c3cccs3)c2O)c1,24.15,0.3839,FTO_691,289
COc1cc(CC(=O)Nc2cccc(S(N)(=O)=O)c2)ccc1O,10.84,0.3136,FTO_49,917
COc1ccc(-c2cc(CC(=O)O)ccc2OC)c(C)c1,14.53,0.2726,FTO_463,511
CCOc1ccc(CNC(=O)c2ccc(OC)c(OC)c2)cc1C(F)(F)F,19.82,0.4062,FTO_790,192
COc1cccc(NC(=O)N=c2[nH]c(C)c(C)s2)c1,10.67,0.2822,FTO_2,964
COc1cc(C=CC(=O)Nc2ccccc2)c(OC)c(OC)c1,8.94,0.2877,FTO_400,573
COc1ccc(C=NN2CCN(C)CC2)c(OC)c1,14.54,0.2674,FTO_59,908
CNc1cc(CNCc2ccc(OC)cc2)ccc1C(N)=O,17.05,0.2943,FTO_660,319
COc1ccc(C=CC(=O)C=Cc2ccc(OC)c(OC)c2OC)cc1,11.88,0.2989,FTO_559,415
COc1cccc(NC(=O)Cc2ccc(O)c(OC)c2)c1,9.41,0.3087,FTO_488,486
COc1cc(OC)c(C=CC(=O)Nc2ccccc2C(=O)O)cc1O,14.91,0.334,FTO_366,607
COc1ccc(OCc2cccc(-c3cccc(C(=O)O)c3)c2)cc1CO,24.36,0.2901,FTO_185,786
O=C(Cc1ccco1)Nc1cccc(S(=O)(=O)Nc2ccccc2)c1,12.93,0.287,FTO_749,233
