SMILES,NLL,Tanimoto,drug_id,cluster
Cc1ccc(-c2ccc(C(=O)N3CCOCC3)o2)cc1C(=O)NC(C)c1ccc2ccccc2c1,8.44,0.4841,HCRTR1_366,54
O=C(c1ccc2cnc(-c3ccc(C(=O)N4CCOCC4)o3)nc2c1)N1CCOCC1,11.03,0.466,HCRTR1_572,34
Cc1cc(C(C)NC(=O)c2cc(-c3ccc(C(=O)N4CCOCC4)o3)ccc2C)cs1,13.44,0.4934,HCRTR1_22,84
Cc1ccc(C(C)NC(=O)c2ccc(-c3ccc(C(=O)N4CCOCC4)o3)nn2)cc1,8.42,0.4896,HCRTR1_285,62
CC(=O)N1Cc2ccc(NC(=O)c3ccc(-c4cccc(C)c4C)cc3)cc2C1,15.75,0.4281,HCRTR1_755,14
Cc1ccccc1C(C)NC(=O)c1cncc(-c2ccc(C(=O)N3CCOCC3)o2)c1,7.64,0.4992,HCRTR1_88,80
CC(C)NC(=O)c1cc2cccc(-c3ccc(-c4ccc(C(=O)N5CCOCC5)o4)cc3)c2cn1,16.39,0.4796,HCRTR1_725,18
CC(NC(=O)c1cccc(-c2ccc(C(=O)N3CCOCC3)o2)c1)c1cc(F)ccc1F,13.69,0.4748,HCRTR1_617,28
O=C1COc2ccc(-c3cccc(-c4ccc(C(=O)N5CCOCC5)o4)c3)cc2N1,9.95,0.477,HCRTR1_163,74
Cc1ccc(-c2nc(C)ncc2-c2coc(C(=O)N3CCOCC3)c2)c(C)c1,13.39,0.4944,HCRTR1_606,30
Cc1ccc(-c2cc3ccnc(-c4ccc(C(=O)N5CCOCC5)o4)c3cn2)cc1,10.82,0.4917,HCRTR1_692,20
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)nc1)c1cccc(Cl)c1,7.47,0.4965,HCRTR1_8,4
CC(NC(=O)c1cccc(-c2ccc(C(=O)N3CCOCC3)o2)c1)c1ccc2ccccc2c1F,8.73,0.4818,HCRTR1_452,10
Cc1ccc(C(C)NC(=O)c2ccc(-c3cc(C)c4cc(C(=O)N(C)C)cc(C)c4c3C)cn2)cc1,20.02,0.4982,HCRTR1_531,39
Cc1ccc(-c2cc(N(C(=O)c3ccccc3)C(=S)N3CCOCC3)cc(Cl)n2)cc1,32.92,0.4963,HCRTR1_730,16
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)cc1)c1ccc2ncccc2c1,6.15,0.4606,HCRTR1_105,79
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)cc1)c1ccc2ccccc2c1F,6.11,0.4575,HCRTR1_36,5
O=C(NCc1ccccc1F)c1cc(-c2ccc(C(=O)N3CCOCC3)o2)ccn1,14.83,0.4721,HCRTR1_673,22
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)cc1)c1cccc(C(F)(F)F)c1,8.76,0.4461,HCRTR1_241,66
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)cc1)c1ccc2ccsc2c1,7.43,0.4557,HCRTR1_517,42
Cc1ccc2nc(C(=O)NC(=O)c3ccc(-c4ccc(C(=O)N5CCOCC5)o4)cc3)ccc2c1,13.57,0.4822,HCRTR1_224,68
Cc1ccc(C(C)NC(=O)c2ccc(-c3cc(-c4ccc(C(=O)N5CCOCC5)o4)cs3)cc2)cc1,10.71,0.492,HCRTR1_408,48
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)nc1)c1ccc(Cl)cc1,5.63,0.4893,HCRTR1_9,1
Cc1cccc(C(C)NC(=O)c2cccc(-c3ccc(C(=O)N4CCOCC4)o3)c2)c1C,12.6,0.4758,HCRTR1_199,13
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)cc1)c1ccc2ccoc2c1,6.19,0.4658,HCRTR1_159,8
Cc1cc(C(=O)NC(C)c2ccc3c(c2)CCC3)ccc1-c1ccc2nc(C)c(C)cc2c1,14.92,0.4909,HCRTR1_209,70
COc1ccc(NS(C)(=O)=O)cc1-c1ccc(C(=O)N2CCOC2)cc1C,17.28,0.4875,HCRTR1_126,76
Cc1cc(C(C)NC(=O)c2ccc(-c3ccc(C(=O)N4CCOCC4)o3)cc2)cc2ccccc12,13.22,0.4427,HCRTR1_98,2
Cc1ccc(-c2ccc(C(C)NC(=O)c3ccc(-c4ccc5nc(C)cc(C)c5c4)nc3)cn2)cc1,13.24,0.4784,HCRTR1_373,53
Cc1ccc(-c2nc(-c3ccc(C(=O)N4CCOCC4)o3)cs2)cc1C,12.69,0.4982,HCRTR1_390,49
CC(NC(=O)c1ccc(-c2ccc(C(=O)N3CCOCC3)o2)cc1)c1ccc2c(c1)OCCO2,5.08,0.487,HCRTR1_10,85
Cc1cc(C(=O)NC(C)c2ccc3c(c2)CCC3)cc(-c2ccc(C(=O)N3CCOCC3)o2)c1,11.26,0.4762,HCRTR1_60,82
Cc1cc(-c2ccc(C)c3ccc(-c4ccccn4)nc23)ccc1C(=O)N1CCOCC1,11.75,0.4916,HCRTR1_533,38
CC(=O)c1ccc(-c2ccc(C(=O)NC(C)c3ccccc3F)cn2)nc1C,15.44,0.4904,HCRTR1_543,37
CNC(=O)c1ccnc(Oc2cc(-c3ccc(C(=O)N4CCOCC4)o3)cc(C)n2)c1,22.18,0.4934,HCRTR1_347,57
CC(C)(C)N1Cc2cc(-c3ccc(C(=O)N4CCOCC4)o3)ccc2OCC1=O,8.18,0.4947,HCRTR1_580,33
COc1ccccc1C(C)NC(=O)c1cc(-c2ccc(C(=O)N3CCOCC3)o2)co1,6.05,0.4964,HCRTR1_280,7
COC(=O)c1cc(C)nc2ccc(-c3ccc(C(=O)N4CCOCC4)o3)cc12,13.95,0.4925,HCRTR1_176,72
CC(C)N1Cc2cc(-c3ccc(C(=O)N4CCOCC4)o3)ccc2OCC1=O,8.58,0.4904,HCRTR1_431,46
O=C(c1ccc2cc(-c3ccc(C(=O)N4CCOCC4)o3)ccc2n1)N1CCOCC1,10.87,0.479,HCRTR1_646,24
Cc1ccc(-c2ccc(C(=O)N3CCOCC3)o2)c2c1ccc1ccncc12,16.34,0.4461,HCRTR1_106,78
