SMILES,NLL,Tanimoto,drug_id,cluster
Cc1ccc(C)c(NC(=S)N2CCN=C2c2ccccc2)c1,17.15,0.3635,KDM1A_236,472
CC(=O)c1ccc(Nc2ccc(C(=O)N3CCOCC3)cc2)cc1,12.1,0.4256,KDM1A_669,192
COc1cccc(CNC(=O)c2ccc3c(c2)OCN(Cc2ccc(C)cc2)C3=O)c1,15.38,0.4741,KDM1A_732,149
CCOC(=O)c1ccc(NC(=S)N2CCN(c3ccccc3OS(=O)(=O)c3ccccc3)C2)cc1,15.25,0.4274,KDM1A_758,132
COC(=O)c1ccc2cc(C(=O)NC3CCOCC3)ccc2c1,15.26,0.4697,KDM1A_753,136
Cc1ccccc1N1CCN(C(=O)c2cccs2)CC1,10.27,0.4299,KDM1A_260,456
Cc1cccc(-c2cnc(SCC(=O)N3CCCC(C)C3)o2)c1,14.47,0.3766,KDM1A_666,195
Cc1ccccc1CN1CCN(c2nnc(C3CC3)o2)C1,11.93,0.3657,KDM1A_173,514
COc1ccccc1NC(=S)N1CCN(c2ccc(C(=O)NC3CC3)cn2)CC1,9.15,0.4549,KDM1A_534,279
Fc1ccccc1NC(=S)N1CCN(c2ccccc2)CC1,12.22,0.3477,KDM1A_872,62
NC(=O)c1cccc(-c2ccc(C(=O)NCC(=O)NC3CCS(=O)(=O)C3)cc2)c1,23.07,0.4863,KDM1A_678,183
CCOC(=O)c1ccc(NC(=O)N2CCN(c3nc4ccccc4o3)CC2)cc1,9.36,0.4051,KDM1A_469,8
Cc1ccc(Sc2cccc(C(=O)N3CCOCC3)c2)cc1,11.2,0.3927,KDM1A_221,478
CCOC(=O)c1ccccc1N1CCN(C(=S)Nc2ccc(OC)cc2)CC1,10.98,0.4021,KDM1A_258,457
CC(=O)c1ccc(NC(=O)N2CCN(c3cccc(-c4ccccc4)c3)C2)cc1,9.3,0.4624,KDM1A_482,23
Cc1ccccc1NC(=O)c1ccc(CN2CCN(C(=O)c3ccco3)CC2)cc1,15.14,0.4382,KDM1A_23,611
CC(=O)c1ccc(NC(=O)Nc2cccc(C(=O)N3CCOCC3)c2)cc1,12.68,0.4075,KDM1A_183,12
COc1ccccc1NC(=S)N1CCN(c2ccccc2)CC1,8.73,0.414,KDM1A_778,123
CC(=O)c1ccc(NC(=O)N2CCN(c3nc4ccccc4s3)CC2)cc1,10.31,0.4708,KDM1A_171,36
CC(C)Oc1ccccc1OC1CN(C(=O)c2ccccc2N2CCN(C(=O)N(C)C)CC2)C1,27.37,0.4487,KDM1A_244,466
N#Cc1cccc(CN2CCN(Cc3ccccc3C(=O)NC3CC3)CC2)c1,13.69,0.4647,KDM1A_494,307
Cc1ccc2cc(C3CN(C(=O)c4ccco4)C3)cc(C)c2c1,35.61,0.3851,KDM1A_611,228
O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1ccc(CN2CCC2=O)cc1,9.39,0.4952,KDM1A_440,343
O=C(OCC1CCCO1)c1cccc(NC(=S)N2CCN(c3ccccc3)CC2)c1,18.82,0.3636,KDM1A_600,236
O=C(NC1CC1)c1ccccc1N1CCN(Cc2cccc(N3CCOCC3)n2)CC1,14.97,0.4547,KDM1A_152,526
O=C(NN1C(=O)c2ccccc2C1=O)c1ccccc1,15.69,0.3634,KDM1A_181,506
FC(F)(F)c1cc[nH]c(=NC2CCN(Cc3ccc4ccccc4c3)C2)n1,21.63,0.3639,KDM1A_0,627
S=C(Sc1ccc2ccccc2c1)N1CCOCC1,17.48,0.2042,KDM1A_788,117
CC(=O)c1ccc(NC(=O)NC2COCC2Nc2ccccc2C)cc1,18.59,0.3713,KDM1A_524,285
O=C(O)c1cccc(CNc2ccc(C(=O)NC3CC3)cc2)c1,19.18,0.484,KDM1A_313,425
COc1ccccc1NC(=O)c1ccc(NCc2ccccc2Cl)cc1,19.67,0.4884,KDM1A_557,265
Cc1ccc(NC(=S)N2CCN(c3ccccc3)CC2)cc1,8.51,0.3831,KDM1A_267,450
Cc1ccccc1N1CCN(C(=O)c2ccncc2)CC1,12.08,0.4824,KDM1A_871,63
COc1cccc(CN2CCC(NC(=O)c3cccc4c3OCO4)C2)c1,12.64,0.4759,KDM1A_810,105
O=C(Nc1ccc(C(=O)N2CCCC2)cc1)N1CCN(c2ccccc2)CC1,10.23,0.4789,KDM1A_621,221
COc1ccccc1C(=O)Nc1ccc(S(=O)(=O)N(C)c2ccccc2OC)cc1,14.38,0.4842,KDM1A_218,480
c1ccc(=NC2CCN(Cc3ccco3)C2)[nH]c1,13.94,0.2899,KDM1A_379,383
CC(NC(=O)NCCOc1ccccc1)c1ccc2ccccc2c1,11.95,0.3684,KDM1A_127,543
COc1ccc(CNC(=O)c2ccccc2N2CCN(C(=O)c3ccccc3OC)C2=O)cc1,18.63,0.4814,KDM1A_384,379
Cc1ccccc1CN1CCc2cccc(S(=O)(=O)N3CCCC3)c21,15.68,0.4921,KDM1A_15,616
O=C(Nc1ccc2c(c1)OCO2)c1ccc(CN2CCOCC2)cc1,10.44,0.4519,KDM1A_75,574
Cc1ccc(-c2nc3ccccc3n2CN2CCOCC2)cc1,12.09,0.4147,KDM1A_246,464
Cc1ccc(NC(=O)Nc2ccc(C(=O)OCCOc3ccccc3)cc2)cc1,12.09,0.3515,KDM1A_602,234
COc1cccc(CN(C)C2CCN(c3ccccc3OC(C)C)C2)c1,19.62,0.4516,KDM1A_833,89
COc1ccccc1CN1CCC(NC(=O)c2cccc(NC(=O)c3ccccc3)c2)C1,13.42,0.4735,KDM1A_815,101
CC(=O)c1ccc(NC(=O)N(C)CCN2CCN(c3ccccc3OC(C)C)CC2)cc1,14.72,0.4708,KDM1A_699,170
Cc1ccccc1NC(=O)N1CC(N2CCN(c3ccccc3OC(C)C)CC2)C1,10.04,0.4606,KDM1A_437,346
COc1cccc(NS(=O)(=O)c2ccc(C(=O)NC3CC3)cc2)c1,14.8,0.4441,KDM1A_887,52
O=C(NC1CC1)c1ccc(CN2CCN(C(=O)c3ccc4ccccc4c3)C2)cc1,9.77,0.4306,KDM1A_57,586
Cc1ccc(NC(=O)N2CCN(c3nc(C4CC4)cs3)C2)cc1,14.22,0.4127,KDM1A_826,94
COc1ccccc1OCc1nnc(SCC(=O)Nc2ccc(C)cc2)n1C,18.25,0.3574,KDM1A_191,500
COc1ccc(CN(Cc2ccccc2OC)C(=O)CN2CCOCC2)cc1,17.89,0.4119,KDM1A_749,138
COc1ccccc1N1CCN(C(=S)Nc2ccccc2C)C1,10.07,0.4147,KDM1A_708,164
CC(C)Oc1ccccc1N1CCN(Cc2n[nH]c(=NS(=O)(=O)c3ccccc3)o2)CC1,14.99,0.4397,KDM1A_455,335
O=C(c1ccc(NC(=S)N2CC(c3ccccc3)=N2)cc1)N1CCOCC1,7.61,0.3984,KDM1A_63,30
COc1ccccc1C(=O)Nc1ccc(NC(=O)C2CCCO2)cc1,14.27,0.4168,KDM1A_589,244
CC(C)Oc1ccccc1N1CCN(CC(=O)Nc2ccc(C(=O)NC3CC3)cc2)CC1,13.7,0.4835,KDM1A_144,530
N#Cc1ccc(CN2CCN(C(=O)c3ccc4ccccc4c3)C2)cc1,11.05,0.4017,KDM1A_182,505
Cc1ccccc1NC(=O)N1CCN(c2ccccc2)CC1,9.53,0.4513,KDM1A_42,598
COc1ccccc1N1CCN(C(=O)Nc2cccc(C(=O)NC3CC3)c2)C1,9.08,0.4862,KDM1A_89,567
Cc1ccc(CN2CCN(N(C)C(=O)c3ccc4ccccc4c3)C2=O)cc1,16.45,0.3612,KDM1A_560,262
COc1ccc(CNC(=O)c2ccccc2N(C)Cc2ccccc2)cc1,11.25,0.4895,KDM1A_475,320
CC(=O)c1ccc(NC(=O)N2CCN(c3ccc(-c4ccccc4)cn3)CC2)cc1,15.02,0.45,KDM1A_163,519
COc1ccc(CNC(=O)c2ccn(CCOc3ccc(C)cc3)n2)cc1,19.56,0.4879,KDM1A_899,45
O=C(NC1CC1)c1ccccc1N1CCN(CC(=O)N2CCN(c3ccccc3)CC2)C1,12.68,0.4382,KDM1A_369,391
COc1cccc(CN2CCN(c3ccccc3C(=O)NCc3ccccc3OC)CC2)c1,10.07,0.4544,KDM1A_118,549
O=C(NC1CC1)c1ccccc1N1CCN(C(=S)NC2CCc3ccccc32)C1,13.98,0.4729,KDM1A_72,577
COc1ccccc1CN1CCC(NC(=O)N(Cc2ccco2)c2ccccc2C)C1,11.62,0.4872,KDM1A_305,427
Cc1ccc(NC(=O)C(c2ccccc2)N2CCOCC2)cc1,10.33,0.4513,KDM1A_205,491
O=C(c1ccco1)N1C(=O)c2ccccc2S1(=O)=O,12.1,0.4689,KDM1A_520,289
COc1cccc(NC(=O)N2CCN(c3ccccc3OC(C)=O)CC2)c1,16.31,0.4464,KDM1A_166,34
COc1ccccc1NC(=O)Cn1ncc2ccccc21,14.51,0.3981,KDM1A_569,257
CC(=O)c1ccc(NC(=O)N2CCN(Cc3ccccc3)CC2)cc1,12.12,0.3975,KDM1A_96,564
CC(C(=O)Oc1ccccc1N=c1ncc2ccccc2[nH]1)N1CCOCC1,18.96,0.3882,KDM1A_79,571
Cc1cc[nH]c(=Nc2ccc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc2)c1,12.9,0.4634,KDM1A_4,625
COc1ccc(CNC(=O)c2ccccc2N2CCN(Cc3cccc(OC)c3)CC2)cc1,9.12,0.4585,KDM1A_622,220
COc1ccc(-c2ccc(-c3ccc(C(=O)NC4CCCC4C)nc3)o2)cc1,24.15,0.4681,KDM1A_192,499
c1ccc2c(CN3CCC(c4cnccn4)C3)cccc2c1,17.19,0.3755,KDM1A_581,249
O=C(NC1CN(Cc2ccccc2OCCN2CCOCC2)C1)c1ccccc1,16.88,0.4732,KDM1A_199,496
COc1ccccc1NC(=O)c1cccc(NC(=O)c2ccccc2OC)c1,11.39,0.4242,KDM1A_357,401
