SMILES,NLL,Tanimoto,drug_id,cluster
COc1cccc(NC(=O)c2c(Cl)cc(Cl)n2C)c1,19.27,0.3408,NR4A1_156,756
c1ccc(-c2nc(CCc3ccc4cccc(OCC5CC5)c4n3)n[nH]2)cc1,19.56,0.3667,NR4A1_305,610
O=C(Nc1ccccc1)Nc1cccc(Cl)c1,8.65,0.1891,NR4A1_60,845
O=C(Nc1ccccc1NC(=O)c1ccccc1Cl)c1ccccc1,10.38,0.3806,NR4A1_537,390
O=C(CCCOc1ccc(NC2CC2)cc1)Nc1ccccc1,21.89,0.2885,NR4A1_62,843
CC(C)OC(=O)c1cccc(C(=O)Nc2ccccc2F)c1,18.57,0.3939,NR4A1_721,212
Cc1ccc(NC(=O)Nc2ccccc2Cl)cc1,11.84,0.2532,NR4A1_819,122
O=C(Nc1cccc(Cl)c1Cl)c1ccccc1,7.02,0.3876,NR4A1_448,473
CCC(Cc1ccco1)NC(=O)c1ccccc1Cl,18.74,0.2656,NR4A1_825,116
Cc1ccc(Cl)cc1NC(=O)c1ccccc1,9.79,0.38,NR4A1_295,619
CC(=O)Nc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1,11.41,0.3931,NR4A1_874,67
CC(=O)Nc1cccc(C(=O)c2ccccc2C(F)(F)F)c1,12.66,0.2699,NR4A1_818,123
Clc1ccc2c(c1)C(c1c(Cl)cccc1Cl)C(N1CCCC1)C2,22.06,0.3188,NR4A1_641,290
COc1ccccc1NC(=O)c1ccccc1C,10.36,0.4444,NR4A1_235,678
Cc1cccc(C(=O)Nc2cccc(Oc3ccc(C#N)cn3)c2)c1,18.79,0.3811,NR4A1_664,267
Cn1cc(CC(NC(=O)OCc2ccccc2)C(=O)Nc2ccc(Cl)cc2)c2ccccc21,21.66,0.4155,NR4A1_500,424
O=S(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1,11.47,0.1548,NR4A1_148,763
CC(C)OC(=O)Nc1ccc(NC(=O)c2ccccc2Cl)cc1,13.43,0.4128,NR4A1_5,896
COc1ccccc1NC(=S)NCc1ccc(Cl)cc1Cl,11.35,0.3054,NR4A1_862,79
CC(C)Nc1cccc(Nc2cccc(Cl)c2)c1,13.77,0.2446,NR4A1_204,709
COC(=O)c1ccccc1NC(=O)c1cccc(Cl)c1,11.85,0.3621,NR4A1_438,483
O=C(NCCN1CCc2ccccc2C1)c1ccccc1,15.95,0.2476,NR4A1_2,899
CC(Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1)c1ccccc1Cl,12.74,0.2933,NR4A1_812,128
N#Cc1c(C(N)=O)nn2ccc(-c3ccccc3)cc12,25.34,0.4046,NR4A1_207,706
O=C(NCc1ccccc1)Nc1cncc(Cl)c1,14.18,0.2278,NR4A1_324,593
COc1ccccc1CC(=O)Nc1cccc(C)c1,10.75,0.2937,NR4A1_910,33
N#Cc1cccc(C(=O)c2cc(S(=O)(=O)Cl)c(Cl)cn2)c1,21.74,0.3253,NR4A1_95,813
CC(Nc1ccc(Cl)c(Cl)c1)C(=O)Nc1cccc(Cl)c1,17.04,0.2467,NR4A1_164,749
Cc1ccc(NC(=S)NCc2ccc(Cl)cc2)c(C)c1,11.05,0.2886,NR4A1_50,855
Cn1c(CCC(=O)Nc2ccc(Cl)cc2)nnc1-c1ccccc1,13.72,0.2966,NR4A1_28,875
O=C(Nc1ccc(Cl)cc1)c1ccccc1NCCOc1ccccc1,12.75,0.4433,NR4A1_688,243
Cc1c(Cl)cccc1NC(=O)C(=O)c1ccccc1Cl,10.89,0.2741,NR4A1_707,225
CCOC(=O)COc1ccc(Cl)cc1NC(C)CC,20.86,0.2854,NR4A1_0,901
CC(=O)Nc1ccccc1-c1nc(COc2cccc(Cl)c2)n[nH]1,22.35,0.3208,NR4A1_650,281
C=CCNCCOc1cccc(-c2cccc(OC)c2)c1,25.79,0.1798,NR4A1_668,263
Cc1ccccc1CCC(=O)Nc1ccccc1Cl,12.77,0.2857,NR4A1_183,730
O=C(Nc1ccc2ccccc2c1)Nc1ccccc1Cl,11.5,0.2027,NR4A1_343,575
O=C(COc1ccccc1)OCc1cccc(Cl)c1,14.76,0.2956,NR4A1_690,241
O=C(CSc1ccccc1)Nc1cccc(Cl)c1,9.57,0.2209,NR4A1_372,546
Cc1c(Cl)cccc1NC(=O)c1ccccc1S(=O)(=O)Cl,10.57,0.3333,NR4A1_10,891
CCC(C)Nc1nc2ccccc2nc1-c1ccccc1,21.94,0.3924,NR4A1_123,785
CCNc1ccccc1NC(=O)c1cccc2ccccc12,15.01,0.3961,NR4A1_4,897
O=S(=O)(Nc1ccccc1)c1cccc(NC(=S)NCc2ccco2)c1,19.45,0.2737,NR4A1_749,185
CCn1c(C(=O)NCc2ncccc2Cl)nnc1-c1ccco1,28.22,0.3991,NR4A1_323,594
O=C(Nc1ccc(F)cc1Cl)c1scc2ccccc12,19.44,0.3251,NR4A1_775,160
CCOC(=O)c1ccc(Nc2ccccc2C(=O)OC)cc1,19.71,0.2393,NR4A1_392,526
Cc1cccc(Cl)c1NC(=O)c1c(Cl)cccc1Cl,11.31,0.363,NR4A1_244,670
CCNc1ccc(C(=O)Nc2ccccc2Cl)cc1,12.6,0.4165,NR4A1_275,639
CCOc1cc(NC(=O)c2ccccc2Cl)ccc1Cl,13.51,0.4431,NR4A1_38,865
Cc1cc(C)c(C=c2cc(C)c(=Cc3ccccc3C(C)(C)C)c(=O)[nH]2)[nH]1,27.81,0.3659,NR4A1_846,95
COc1ccc(NC(C)=Nc2cccc(Cl)c2)cc1Cl,15.85,0.2605,NR4A1_213,700
Cc1ccccc1NC(=O)c1ccc(NC(C)c2ccccc2Cl)cc1,11.92,0.3881,NR4A1_467,455
CC=C(Cc1ccccc1)C(=O)Nc1ccc(NC(N)=O)cc1,23.35,0.2729,NR4A1_216,697
COc1ccccc1COc1ccc(NC(=O)c2cc(Cl)c(Cl)cc2Cl)cc1,26.22,0.3989,NR4A1_210,703
Cc1ccccc1N=c1c2ccccc2[nH]c2ccccc12,14.56,0.2895,NR4A1_294,620
COc1ccccc1C(=O)Nc1ccc(F)c(Cl)c1,13.81,0.4226,NR4A1_545,383
CC(Nc1cccc(Cl)c1)C(=O)Nc1ccccc1Cl,10.76,0.2514,NR4A1_661,270
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1Cl,10.95,0.3769,NR4A1_388,530
O=C(Nc1ccc(NC(=O)c2ccccc2Cl)cc1)c1cccc(Cl)c1,12.05,0.4089,NR4A1_189,724
CCc1ccc(CN(C)Cc2cccc(Cl)c2)nc1,20.28,0.2516,NR4A1_794,144
CC(Nc1cccc(NC(=O)Cc2ccccc2Cl)c1)c1ccccc1,14.2,0.3134,NR4A1_693,239
Cc1ccccc1NC(=O)CSCCc1ccccc1,13.17,0.3798,NR4A1_827,114
O=C(Nc1ccc(Cl)cc1Cl)Nc1cccc2ccccc12,18.22,0.2227,NR4A1_440,481
O=C(Nc1cccc(Cl)c1)Oc1ccccc1Cl,10.78,0.2478,NR4A1_195,718
O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1Cl,11.2,0.4027,NR4A1_745,189
CC(CCN1CCN(c2ccccn2)CC1)CNC(=O)c1ccc(Br)cc1,25.27,0.363,NR4A1_327,590
O=C(NCc1cccnc1)c1ccc(Cl)c(Cl)c1,13.9,0.2537,NR4A1_177,736
Clc1ncccc1NCCNC1CC2C(c3ccccc3)C1C21CO1,31.82,0.4137,NR4A1_856,85
CC(c1ccccc1O)N(C)Cc1ccccc1Cl,18.01,0.2492,NR4A1_18,883
CCOc1cccc(NC(=O)c2ccc(Cl)cc2)c1,14.23,0.472,NR4A1_787,149
CC1CCCC2Cc3ccc(C(=O)NCc4ccc(Cl)cc4)cc3CN12,22.19,0.322,NR4A1_21,880
O=C(c1ccccc1)c1n[nH]c(Cc2ccc(Cl)cc2)n1,14.19,0.2274,NR4A1_37,866
Cc1ccccc1CC(C)(C)NC(=O)c1ccccc1C,19.39,0.266,NR4A1_569,359
CCS(=O)(=O)Nc1cc(Cl)ccc1NC(=O)c1ccccc1Cl,14.56,0.3413,NR4A1_604,326
COc1ccccc1C(=O)Nc1cccnc1,11.98,0.3942,NR4A1_34,869
O=C1CC(=O)N(c2ccccc2)C1c1ccccc1,19.06,0.3496,NR4A1_769,166
CCOc1cccc(NC(=O)c2ccccc2O)c1,11.93,0.4636,NR4A1_317,599
O=C(Nc1ccc(Cl)cc1)Nc1cccc(OCc2ccccc2)c1,11.85,0.3565,NR4A1_382,536
COc1ccccc1NC(=S)Nc1ccccc1N(C)C,18.4,0.2561,NR4A1_757,177
c1ccc(CC(Cc2ccccc2)Nc2ccccc2)cc1,14.25,0.2867,NR4A1_314,602
COc1ccc(CNCCCOc2ccc(F)c(F)c2)cc1Cl,27.79,0.2841,NR4A1_710,222
CC(C)Nc1cccc(C(=O)Nc2cccc(Cl)c2)c1,18.05,0.4079,NR4A1_57,848
