SMILES,NLL,Tanimoto,drug_id,cluster
CCN(C(=O)Cc1cccc(OC)c1)C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,14.45,0.4123,IDH1_157,565
Cc1occc1C(=O)Nc1ccc(S(=O)(=O)N2CCC(Oc3ccccc3F)CC2)cc1,15.56,0.4333,IDH1_674,218
CC(c1ccc(OC2CCCOC2)cc1)N(C)C(=O)Nc1cccc(OC(F)(F)F)c1,14.91,0.3797,IDH1_224,520
O=C(Nc1ccc(OC(F)(F)F)cc1)N(Cc1ccccc1)Cc1ccncc1,15.44,0.335,IDH1_217,526
O=S(=O)(Nc1ccc(S(=O)(=O)N2CCC(Oc3ccc(F)cc3)CC2)cc1)c1ccccc1,11.8,0.3811,IDH1_317,458
Cc1cccc(C)c1OC1CCN(S(=O)(=O)c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1,8.87,0.4705,IDH1_208,534
O=C(Nc1ccc(S(=O)(=O)N2CCc3ccccc3C2)cc1)Oc1cccc(OC(F)(F)F)c1,15.1,0.4567,IDH1_660,230
CCCc1cc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)s2)ccc1OC,19.09,0.4537,IDH1_539,309
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)Nc1ccccc1Cl,9.0,0.3125,IDH1_245,30
O=C(COc1cccc(NC(=O)N2CCCC2)c1)Nc1ccc(OC(=O)N2CCOCC2)cc1,10.04,0.3669,IDH1_798,122
O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)Oc1ccc(Oc2cccc(Cl)c2)cc1,11.83,0.3824,IDH1_800,120
O=C(Nc1ccc(S(=O)(=O)N2CCC(Oc3c(Cl)cccc3Cl)CC2)cc1)N1CCc2ccccc21,22.79,0.4891,IDH1_376,419
Cc1oc(-c2ccccc2)cc1C(=O)Nc1ccc(OC(=O)N2CCOCC2)cc1,9.46,0.4261,IDH1_434,377
O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)n2cccc2)cc1,19.5,0.3922,IDH1_257,502
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1Oc1ccc(F)cc1)c1ccccc1,20.69,0.4159,IDH1_777,142
O=C(Nc1ccc(S(=O)(=O)N2CCC(O)CC2)cc1)Oc1cccc(N2CCOCC2)c1,11.68,0.3928,IDH1_359,44
O=C(Oc1cc(F)ccc1Oc1cccc(NS(=O)(=O)N2CCOCC2)c1)N1CCOCC1,20.65,0.3917,IDH1_442,372
Cc1ccc(CN(Cc2ccccn2)c2cccc(N(C)C(=O)N3CCOCC3)c2)cc1,24.36,0.4701,IDH1_415,391
CC(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1cccc(N2CCOCC2)c1,12.16,0.4124,IDH1_562,293
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)Nc1ccccc1OC(F)(F)F,11.78,0.3511,IDH1_497,337
O=C(COc1cccc(NC(=O)C2COCCO2)c1)Nc1ccc(C(=O)N2CCOCC2)cc1,13.47,0.4213,IDH1_62,613
COc1cc(OC(=O)c2ccccc2)cc(C(=O)Nc2ccc(OC(=O)N3CCOCC3)cc2)c1,13.4,0.3696,IDH1_298,474
