confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm_0,chains_ptm_1,pair_chains_iptm_0_0,pair_chains_iptm_0_1,pair_chains_iptm_1_0,pair_chains_iptm_1_1,ligand_id,gene_id,yaml
0.791,0.864,0.781,0.781,0.000,0.793,0.653,0.973,3.839,0.873,0.814,0.873,0.307,0.781,0.814,344,CCR9,CCR9_344
0.807,0.866,0.827,0.827,0.000,0.802,0.730,0.802,2.576,0.874,0.866,0.874,0.435,0.827,0.866,357,CCR9,CCR9_357
0.731,0.848,0.528,0.528,0.000,0.782,0.525,1.304,6.389,0.878,0.770,0.878,0.151,0.528,0.770,369,CCR9,CCR9_369
0.752,0.851,0.612,0.612,0.000,0.787,0.614,1.153,5.976,0.870,0.847,0.870,0.191,0.612,0.847,375,CCR9,CCR9_375
0.707,0.835,0.450,0.450,0.000,0.772,0.489,1.364,6.750,0.867,0.700,0.867,0.129,0.450,0.700,383,CCR9,CCR9_383
0.790,0.876,0.738,0.738,0.000,0.803,0.615,0.933,4.173,0.888,0.824,0.888,0.261,0.738,0.824,385,CCR9,CCR9_385
0.788,0.867,0.771,0.771,0.000,0.792,0.638,0.796,2.230,0.876,0.853,0.876,0.251,0.771,0.853,407,CCR9,CCR9_407
0.743,0.840,0.587,0.587,0.000,0.782,0.554,1.171,5.077,0.863,0.786,0.863,0.134,0.587,0.786,416,CCR9,CCR9_416
0.728,0.834,0.535,0.535,0.000,0.776,0.526,1.143,4.821,0.860,0.784,0.860,0.122,0.535,0.784,426,CCR9,CCR9_426
0.773,0.854,0.700,0.700,0.000,0.791,0.602,0.970,3.466,0.868,0.782,0.868,0.251,0.700,0.782,434,CCR9,CCR9_434
0.726,0.844,0.509,0.509,0.000,0.780,0.537,1.236,6.142,0.873,0.859,0.873,0.155,0.509,0.859,436,CCR9,CCR9_436
0.762,0.842,0.649,0.649,0.000,0.791,0.601,1.052,4.038,0.855,0.823,0.855,0.163,0.649,0.823,456,CCR9,CCR9_456
0.706,0.832,0.453,0.453,0.000,0.769,0.465,1.464,7.336,0.867,0.793,0.867,0.137,0.453,0.793,466,CCR9,CCR9_466
0.692,0.814,0.401,0.401,0.000,0.765,0.469,1.426,7.357,0.850,0.817,0.850,0.119,0.401,0.817,467,CCR9,CCR9_467
0.766,0.865,0.653,0.653,0.000,0.794,0.610,0.957,3.634,0.883,0.837,0.883,0.174,0.653,0.837,479,CCR9,CCR9_479
0.754,0.850,0.616,0.616,0.000,0.789,0.565,1.073,4.588,0.870,0.768,0.870,0.146,0.616,0.768,486,CCR9,CCR9_486
0.716,0.843,0.465,0.465,0.000,0.779,0.503,1.270,6.700,0.873,0.839,0.873,0.124,0.465,0.839,497,CCR9,CCR9_497
0.711,0.834,0.454,0.454,0.000,0.775,0.500,1.291,6.883,0.867,0.824,0.867,0.143,0.454,0.824,507,CCR9,CCR9_507
0.757,0.853,0.643,0.643,0.000,0.785,0.578,1.075,4.285,0.872,0.884,0.872,0.192,0.643,0.884,515,CCR9,CCR9_515
0.820,0.881,0.876,0.876,0.000,0.805,0.726,0.715,1.771,0.882,0.866,0.882,0.294,0.876,0.866,521,CCR9,CCR9_521
0.746,0.853,0.569,0.569,0.000,0.790,0.549,1.227,5.803,0.879,0.769,0.879,0.130,0.569,0.769,522,CCR9,CCR9_522
0.765,0.845,0.669,0.669,0.000,0.790,0.594,0.997,3.653,0.864,0.798,0.864,0.175,0.669,0.798,528,CCR9,CCR9_528
0.753,0.841,0.627,0.627,0.000,0.784,0.568,1.137,4.707,0.862,0.786,0.862,0.198,0.627,0.786,535,CCR9,CCR9_535
0.768,0.836,0.720,0.720,0.000,0.780,0.624,1.031,3.582,0.848,0.780,0.848,0.181,0.720,0.780,538,CCR9,CCR9_538
0.732,0.834,0.565,0.565,0.000,0.774,0.552,1.174,4.854,0.862,0.761,0.862,0.148,0.565,0.761,541,CCR9,CCR9_541
0.722,0.839,0.469,0.469,0.000,0.785,0.528,1.364,7.921,0.872,0.767,0.872,0.134,0.469,0.767,543,CCR9,CCR9_543
0.760,0.857,0.641,0.641,0.000,0.790,0.597,1.111,4.402,0.879,0.749,0.879,0.154,0.641,0.749,557,CCR9,CCR9_557
0.737,0.837,0.557,0.557,0.000,0.782,0.554,1.199,5.596,0.861,0.858,0.861,0.157,0.557,0.858,562,CCR9,CCR9_562
0.737,0.832,0.568,0.568,0.000,0.780,0.561,1.112,4.963,0.855,0.853,0.855,0.156,0.568,0.853,572,CCR9,CCR9_572
0.730,0.845,0.510,0.510,0.000,0.785,0.537,1.232,5.272,0.877,0.824,0.877,0.183,0.510,0.824,575,CCR9,CCR9_575
0.812,0.877,0.797,0.797,0.000,0.816,0.721,0.812,2.484,0.885,0.832,0.885,0.294,0.797,0.832,58,CCR9,CCR9_58
0.748,0.844,0.606,0.606,0.000,0.783,0.624,1.421,7.018,0.870,0.821,0.870,0.280,0.606,0.821,583,CCR9,CCR9_583
0.742,0.852,0.597,0.597,0.000,0.779,0.552,0.950,3.575,0.876,0.773,0.876,0.147,0.597,0.773,585,CCR9,CCR9_585
0.713,0.840,0.455,0.455,0.000,0.777,0.479,1.111,5.741,0.869,0.831,0.869,0.113,0.455,0.831,597,CCR9,CCR9_597
0.729,0.845,0.547,0.547,0.000,0.774,0.521,1.156,5.594,0.873,0.834,0.873,0.190,0.547,0.834,607,CCR9,CCR9_607
0.721,0.832,0.518,0.518,0.000,0.772,0.535,1.127,4.654,0.863,0.775,0.863,0.136,0.518,0.775,612,CCR9,CCR9_612
0.764,0.863,0.631,0.631,0.000,0.798,0.574,0.957,4.012,0.880,0.818,0.880,0.124,0.631,0.818,614,CCR9,CCR9_614
0.712,0.835,0.486,0.486,0.000,0.769,0.488,1.177,5.223,0.867,0.787,0.867,0.119,0.486,0.787,615,CCR9,CCR9_615
0.747,0.841,0.609,0.609,0.000,0.781,0.555,1.041,4.483,0.861,0.901,0.861,0.188,0.609,0.901,621,CCR9,CCR9_621
0.764,0.854,0.631,0.631,0.000,0.797,0.589,0.957,4.092,0.871,0.819,0.871,0.130,0.631,0.819,628,CCR9,CCR9_628
0.741,0.846,0.568,0.568,0.000,0.784,0.563,1.068,4.377,0.867,0.824,0.867,0.140,0.568,0.824,63,CCR9,CCR9_63
0.748,0.838,0.605,0.605,0.000,0.784,0.580,1.134,5.036,0.857,0.807,0.857,0.166,0.605,0.807,634,CCR9,CCR9_634
0.778,0.861,0.719,0.719,0.000,0.793,0.616,0.908,3.501,0.874,0.869,0.874,0.250,0.719,0.869,642,CCR9,CCR9_642
0.769,0.862,0.657,0.657,0.000,0.797,0.619,1.038,3.996,0.877,0.803,0.877,0.184,0.657,0.803,657,CCR9,CCR9_657
0.756,0.857,0.596,0.596,0.000,0.796,0.620,1.233,6.258,0.879,0.834,0.879,0.183,0.596,0.834,661,CCR9,CCR9_661
0.746,0.852,0.569,0.569,0.000,0.791,0.561,1.090,4.874,0.873,0.848,0.873,0.126,0.569,0.848,664,CCR9,CCR9_664
0.660,0.797,0.326,0.326,0.000,0.744,0.406,1.861,9.275,0.850,0.749,0.850,0.108,0.326,0.749,669,CCR9,CCR9_669
0.734,0.830,0.567,0.567,0.000,0.776,0.538,1.194,5.139,0.858,0.780,0.858,0.148,0.567,0.780,674,CCR9,CCR9_674
0.794,0.851,0.826,0.826,0.000,0.786,0.705,0.774,2.270,0.854,0.795,0.854,0.260,0.826,0.795,682,CCR9,CCR9_682
0.821,0.866,0.908,0.908,0.000,0.799,0.753,0.706,1.723,0.865,0.908,0.865,0.447,0.908,0.908,687,CCR9,CCR9_687
0.747,0.857,0.554,0.554,0.000,0.795,0.549,1.188,6.651,0.879,0.861,0.879,0.173,0.554,0.861,689,CCR9,CCR9_689
0.716,0.833,0.482,0.482,0.000,0.774,0.494,1.348,6.524,0.865,0.828,0.865,0.127,0.482,0.828,69,CCR9,CCR9_69
0.760,0.859,0.625,0.625,0.000,0.794,0.577,1.002,4.413,0.879,0.784,0.879,0.181,0.625,0.784,694,CCR9,CCR9_694
0.675,0.816,0.335,0.335,0.000,0.760,0.409,1.875,10.765,0.867,0.749,0.867,0.109,0.335,0.749,702,CCR9,CCR9_702
0.744,0.828,0.625,0.625,0.000,0.774,0.586,1.065,4.199,0.845,0.862,0.845,0.233,0.625,0.862,709,CCR9,CCR9_709
0.819,0.880,0.844,0.844,0.000,0.813,0.714,0.752,2.145,0.883,0.899,0.883,0.378,0.844,0.899,722,CCR9,CCR9_722
0.795,0.835,0.819,0.819,0.000,0.789,0.678,0.916,2.605,0.839,0.899,0.839,0.334,0.819,0.899,738,CCR9,CCR9_738
0.737,0.845,0.579,0.579,0.000,0.777,0.548,1.147,4.474,0.874,0.750,0.874,0.145,0.579,0.750,743,CCR9,CCR9_743
0.729,0.850,0.533,0.533,0.000,0.778,0.523,1.131,5.761,0.875,0.829,0.875,0.136,0.533,0.829,745,CCR9,CCR9_745
0.729,0.810,0.586,0.586,0.000,0.765,0.546,1.210,4.916,0.833,0.687,0.833,0.175,0.586,0.687,754,CCR9,CCR9_754
0.755,0.847,0.595,0.595,0.000,0.795,0.585,1.141,4.569,0.870,0.761,0.870,0.159,0.595,0.761,777,CCR9,CCR9_777
0.775,0.847,0.736,0.736,0.000,0.785,0.575,0.921,3.002,0.861,0.848,0.861,0.203,0.736,0.848,780,CCR9,CCR9_780
0.718,0.819,0.534,0.534,0.000,0.764,0.513,1.363,6.112,0.849,0.775,0.849,0.144,0.534,0.775,790,CCR9,CCR9_790
0.751,0.856,0.608,0.608,0.000,0.787,0.573,0.991,4.470,0.878,0.791,0.878,0.169,0.608,0.791,8,CCR9,CCR9_8
0.792,0.870,0.765,0.765,0.000,0.799,0.641,0.901,3.030,0.881,0.826,0.881,0.312,0.765,0.826,817,CCR9,CCR9_817
0.815,0.872,0.890,0.890,0.000,0.796,0.733,0.692,1.645,0.872,0.818,0.872,0.433,0.890,0.818,821,CCR9,CCR9_821
0.780,0.861,0.702,0.702,0.000,0.800,0.632,0.911,3.018,0.875,0.787,0.875,0.198,0.702,0.787,83,CCR9,CCR9_83
0.773,0.863,0.682,0.682,0.000,0.796,0.647,1.150,6.334,0.882,0.876,0.882,0.296,0.682,0.876,85,CCR9,CCR9_85
0.736,0.846,0.553,0.553,0.000,0.782,0.549,1.175,5.101,0.873,0.768,0.873,0.131,0.553,0.768,93,CCR9,CCR9_93
0.928,0.947,0.933,0.933,0.000,0.927,0.876,0.425,0.746,0.949,0.860,0.949,0.438,0.933,0.860,10,ESR1,ESR1_10
0.919,0.942,0.922,0.922,0.000,0.918,0.861,0.465,0.883,0.944,0.857,0.944,0.427,0.922,0.857,100,ESR1,ESR1_100
0.854,0.914,0.787,0.787,0.000,0.871,0.705,0.708,1.892,0.932,0.741,0.932,0.331,0.787,0.741,106,ESR1,ESR1_106
0.916,0.948,0.922,0.922,0.000,0.914,0.840,0.442,0.912,0.950,0.881,0.950,0.422,0.922,0.881,109,ESR1,ESR1_109
0.838,0.911,0.687,0.687,0.000,0.876,0.632,0.708,2.331,0.934,0.825,0.934,0.179,0.687,0.825,110,ESR1,ESR1_110
0.909,0.946,0.896,0.896,0.000,0.912,0.821,0.489,1.104,0.955,0.780,0.955,0.392,0.896,0.780,113,ESR1,ESR1_113
0.941,0.952,0.974,0.974,0.000,0.933,0.926,0.380,0.488,0.951,0.923,0.951,0.450,0.974,0.923,12,ESR1,ESR1_12
0.880,0.930,0.824,0.824,0.000,0.893,0.747,0.645,1.858,0.946,0.749,0.946,0.367,0.824,0.749,125,ESR1,ESR1_125
0.941,0.951,0.983,0.983,0.000,0.930,0.927,0.383,0.470,0.948,0.832,0.948,0.482,0.983,0.832,13,ESR1,ESR1_13
0.886,0.931,0.840,0.840,0.000,0.897,0.776,0.596,1.523,0.945,0.752,0.945,0.364,0.840,0.752,134,ESR1,ESR1_134
0.888,0.931,0.851,0.851,0.000,0.898,0.767,0.542,1.335,0.941,0.809,0.941,0.313,0.851,0.809,14,ESR1,ESR1_14
0.914,0.935,0.918,0.918,0.000,0.912,0.855,0.501,1.015,0.938,0.864,0.938,0.447,0.918,0.864,147,ESR1,ESR1_147
0.892,0.928,0.842,0.842,0.000,0.904,0.788,0.575,1.396,0.936,0.797,0.936,0.403,0.842,0.797,155,ESR1,ESR1_155
0.881,0.931,0.835,0.835,0.000,0.892,0.749,0.614,1.577,0.945,0.827,0.945,0.341,0.835,0.827,158,ESR1,ESR1_158
0.944,0.958,0.985,0.985,0.000,0.934,0.930,0.357,0.410,0.956,0.876,0.956,0.612,0.985,0.876,172,ESR1,ESR1_172
0.911,0.944,0.883,0.883,0.000,0.918,0.835,0.503,1.181,0.951,0.811,0.951,0.413,0.883,0.811,18,ESR1,ESR1_18
0.933,0.952,0.961,0.961,0.000,0.926,0.898,0.398,0.590,0.951,0.898,0.951,0.643,0.961,0.898,188,ESR1,ESR1_188
0.904,0.935,0.867,0.867,0.000,0.913,0.819,0.507,1.184,0.941,0.883,0.941,0.390,0.867,0.883,189,ESR1,ESR1_189
0.918,0.948,0.933,0.933,0.000,0.914,0.848,0.461,0.812,0.951,0.739,0.951,0.405,0.933,0.739,191,ESR1,ESR1_191
0.893,0.939,0.870,0.870,0.000,0.899,0.780,0.560,1.332,0.951,0.712,0.951,0.331,0.870,0.712,196,ESR1,ESR1_196
0.879,0.927,0.810,0.810,0.000,0.897,0.753,0.625,1.702,0.942,0.770,0.942,0.446,0.810,0.770,2,ESR1,ESR1_2
0.938,0.953,0.979,0.979,0.000,0.928,0.924,0.382,0.491,0.951,0.896,0.951,0.683,0.979,0.896,202,ESR1,ESR1_202
0.871,0.928,0.818,0.818,0.000,0.885,0.714,0.625,1.649,0.946,0.710,0.946,0.288,0.818,0.710,203,ESR1,ESR1_203
0.916,0.934,0.953,0.953,0.000,0.907,0.869,0.490,0.765,0.933,0.893,0.933,0.706,0.953,0.893,211,ESR1,ESR1_211
0.872,0.925,0.789,0.789,0.000,0.893,0.733,0.617,1.697,0.941,0.779,0.941,0.380,0.789,0.779,212,ESR1,ESR1_212
0.933,0.946,0.953,0.953,0.000,0.928,0.908,0.423,0.636,0.946,0.885,0.946,0.446,0.953,0.885,216,ESR1,ESR1_216
0.919,0.951,0.921,0.921,0.000,0.919,0.848,0.440,0.876,0.955,0.844,0.955,0.439,0.921,0.844,224,ESR1,ESR1_224
0.926,0.946,0.942,0.942,0.000,0.921,0.881,0.433,0.711,0.946,0.881,0.946,0.417,0.942,0.881,227,ESR1,ESR1_227
0.830,0.902,0.731,0.731,0.000,0.855,0.620,0.840,2.689,0.925,0.695,0.925,0.275,0.731,0.695,233,ESR1,ESR1_233
0.923,0.951,0.934,0.934,0.000,0.920,0.860,0.436,0.782,0.953,0.905,0.953,0.526,0.934,0.905,239,ESR1,ESR1_239
0.869,0.930,0.779,0.779,0.000,0.891,0.705,0.633,2.057,0.948,0.751,0.948,0.325,0.779,0.751,243,ESR1,ESR1_243
0.927,0.946,0.945,0.945,0.000,0.923,0.872,0.440,0.722,0.947,0.838,0.947,0.409,0.945,0.838,249,ESR1,ESR1_249
0.855,0.913,0.790,0.790,0.000,0.871,0.697,0.741,2.210,0.930,0.788,0.930,0.336,0.790,0.788,253,ESR1,ESR1_253
0.866,0.927,0.759,0.759,0.000,0.893,0.708,0.640,1.955,0.946,0.764,0.946,0.317,0.759,0.764,255,ESR1,ESR1_255
0.926,0.935,0.968,0.968,0.000,0.915,0.906,0.447,0.579,0.933,0.968,0.933,0.564,0.968,0.968,258,ESR1,ESR1_258
0.926,0.947,0.936,0.936,0.000,0.923,0.880,0.435,0.785,0.948,0.936,0.948,0.514,0.936,0.936,26,ESR1,ESR1_26
0.888,0.939,0.835,0.835,0.000,0.901,0.764,0.569,1.444,0.952,0.778,0.952,0.402,0.835,0.778,265,ESR1,ESR1_265
0.891,0.930,0.849,0.849,0.000,0.901,0.768,0.565,1.383,0.939,0.818,0.939,0.406,0.849,0.818,266,ESR1,ESR1_266
0.909,0.947,0.892,0.892,0.000,0.914,0.820,0.499,1.144,0.956,0.807,0.956,0.380,0.892,0.807,278,ESR1,ESR1_278
0.925,0.939,0.965,0.965,0.000,0.914,0.881,0.451,0.625,0.937,0.876,0.937,0.433,0.965,0.876,280,ESR1,ESR1_280
0.882,0.923,0.856,0.856,0.000,0.889,0.769,0.628,1.405,0.933,0.759,0.933,0.357,0.856,0.759,29,ESR1,ESR1_29
0.908,0.945,0.856,0.856,0.000,0.921,0.832,0.483,1.323,0.951,0.839,0.951,0.373,0.856,0.839,290,ESR1,ESR1_290
0.890,0.928,0.817,0.817,0.000,0.908,0.757,0.590,1.756,0.939,0.868,0.939,0.340,0.817,0.868,293,ESR1,ESR1_293
0.901,0.936,0.854,0.854,0.000,0.913,0.805,0.514,1.296,0.942,0.833,0.942,0.320,0.854,0.833,296,ESR1,ESR1_296
0.874,0.939,0.770,0.770,0.000,0.900,0.710,0.559,1.722,0.956,0.829,0.956,0.299,0.770,0.829,297,ESR1,ESR1_297
0.907,0.937,0.898,0.898,0.000,0.910,0.816,0.504,1.054,0.941,0.817,0.941,0.403,0.898,0.817,298,ESR1,ESR1_298
0.908,0.942,0.914,0.914,0.000,0.907,0.839,0.483,0.929,0.947,0.862,0.947,0.454,0.914,0.862,301,ESR1,ESR1_301
0.822,0.907,0.664,0.664,0.000,0.862,0.617,0.894,3.025,0.951,0.659,0.951,0.299,0.664,0.659,315,ESR1,ESR1_315
0.889,0.937,0.834,0.834,0.000,0.903,0.753,0.540,1.457,0.947,0.793,0.947,0.378,0.834,0.793,319,ESR1,ESR1_319
0.904,0.943,0.893,0.893,0.000,0.907,0.808,0.497,1.129,0.950,0.783,0.950,0.386,0.893,0.783,320,ESR1,ESR1_320
0.875,0.923,0.820,0.820,0.000,0.889,0.737,0.621,1.667,0.937,0.794,0.937,0.347,0.820,0.794,326,ESR1,ESR1_326
0.885,0.944,0.818,0.818,0.000,0.902,0.752,0.557,1.591,0.959,0.799,0.959,0.271,0.818,0.799,327,ESR1,ESR1_327
0.925,0.948,0.916,0.916,0.000,0.927,0.882,0.446,0.915,0.951,0.898,0.951,0.608,0.916,0.898,330,ESR1,ESR1_330
0.915,0.946,0.912,0.912,0.000,0.916,0.847,0.455,0.970,0.949,0.862,0.949,0.416,0.912,0.862,335,ESR1,ESR1_335
0.825,0.901,0.674,0.674,0.000,0.862,0.605,0.750,2.354,0.933,0.800,0.933,0.179,0.674,0.800,339,ESR1,ESR1_339
0.907,0.935,0.900,0.900,0.000,0.909,0.825,0.514,1.119,0.938,0.825,0.938,0.339,0.900,0.825,34,ESR1,ESR1_34
0.917,0.945,0.925,0.925,0.000,0.915,0.847,0.463,0.863,0.949,0.791,0.949,0.471,0.925,0.791,349,ESR1,ESR1_349
0.875,0.926,0.771,0.771,0.000,0.901,0.728,0.629,1.925,0.941,0.803,0.941,0.323,0.771,0.803,35,ESR1,ESR1_35
0.895,0.932,0.845,0.845,0.000,0.908,0.783,0.528,1.400,0.938,0.912,0.938,0.277,0.845,0.912,353,ESR1,ESR1_353
0.932,0.951,0.969,0.969,0.000,0.923,0.910,0.394,0.539,0.950,0.814,0.950,0.540,0.969,0.814,357,ESR1,ESR1_357
0.851,0.919,0.735,0.735,0.000,0.880,0.666,0.691,2.122,0.941,0.741,0.941,0.290,0.735,0.741,358,ESR1,ESR1_358
0.925,0.938,0.948,0.948,0.000,0.920,0.884,0.460,0.713,0.937,0.864,0.937,0.480,0.948,0.864,364,ESR1,ESR1_364
0.862,0.916,0.782,0.782,0.000,0.881,0.707,0.673,1.828,0.934,0.735,0.934,0.373,0.782,0.735,367,ESR1,ESR1_367
0.862,0.924,0.685,0.685,0.000,0.907,0.757,0.621,3.903,0.930,0.946,0.930,0.127,0.685,0.946,37,ESR1,ESR1_37
0.900,0.932,0.879,0.879,0.000,0.905,0.798,0.550,1.197,0.937,0.803,0.937,0.401,0.879,0.803,370,ESR1,ESR1_370
0.895,0.938,0.885,0.885,0.000,0.898,0.778,0.510,1.144,0.946,0.721,0.946,0.441,0.885,0.721,371,ESR1,ESR1_371
0.906,0.948,0.885,0.885,0.000,0.912,0.816,0.491,1.170,0.957,0.735,0.957,0.377,0.885,0.735,372,ESR1,ESR1_372
0.906,0.941,0.919,0.919,0.000,0.903,0.830,0.509,1.007,0.946,0.766,0.946,0.355,0.919,0.766,378,ESR1,ESR1_378
0.885,0.930,0.824,0.824,0.000,0.901,0.765,0.598,1.552,0.942,0.780,0.942,0.405,0.824,0.780,380,ESR1,ESR1_380
0.923,0.952,0.914,0.914,0.000,0.926,0.861,0.429,0.879,0.956,0.823,0.956,0.453,0.914,0.823,382,ESR1,ESR1_382
0.913,0.950,0.893,0.893,0.000,0.918,0.823,0.460,1.063,0.955,0.798,0.955,0.396,0.893,0.798,386,ESR1,ESR1_386
0.911,0.941,0.917,0.917,0.000,0.910,0.835,0.513,1.006,0.946,0.770,0.946,0.407,0.917,0.770,390,ESR1,ESR1_390
0.885,0.936,0.821,0.821,0.000,0.902,0.764,0.596,1.492,0.951,0.731,0.951,0.404,0.821,0.731,393,ESR1,ESR1_393
0.836,0.903,0.685,0.685,0.000,0.873,0.654,0.782,2.514,0.927,0.831,0.927,0.254,0.685,0.831,400,ESR1,ESR1_400
0.909,0.935,0.921,0.921,0.000,0.906,0.845,0.494,0.883,0.936,0.837,0.936,0.335,0.921,0.837,401,ESR1,ESR1_401
0.852,0.921,0.736,0.736,0.000,0.881,0.672,0.730,2.410,0.949,0.704,0.949,0.212,0.736,0.704,405,ESR1,ESR1_405
0.829,0.911,0.610,0.610,0.000,0.883,0.647,0.768,3.037,0.939,0.850,0.939,0.150,0.610,0.850,42,ESR1,ESR1_42
0.850,0.912,0.746,0.746,0.000,0.876,0.664,0.733,1.968,0.935,0.753,0.935,0.234,0.746,0.753,426,ESR1,ESR1_426
0.899,0.933,0.861,0.861,0.000,0.908,0.783,0.529,1.305,0.939,0.881,0.939,0.397,0.861,0.881,428,ESR1,ESR1_428
0.892,0.940,0.835,0.835,0.000,0.907,0.766,0.503,1.351,0.949,0.892,0.949,0.309,0.835,0.892,429,ESR1,ESR1_429
0.890,0.932,0.857,0.857,0.000,0.899,0.755,0.540,1.329,0.940,0.791,0.940,0.321,0.857,0.791,453,ESR1,ESR1_453
0.944,0.963,0.979,0.979,0.000,0.935,0.931,0.350,0.436,0.962,0.896,0.962,0.510,0.979,0.896,454,ESR1,ESR1_454
0.914,0.938,0.904,0.904,0.000,0.916,0.850,0.491,1.025,0.941,0.825,0.941,0.413,0.904,0.825,46,ESR1,ESR1_46
0.904,0.942,0.900,0.900,0.000,0.905,0.787,0.485,1.083,0.947,0.762,0.947,0.401,0.900,0.762,460,ESR1,ESR1_460
0.923,0.939,0.947,0.947,0.000,0.917,0.882,0.455,0.716,0.939,0.870,0.939,0.423,0.947,0.870,465,ESR1,ESR1_465
