confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm_0,chains_ptm_1,pair_chains_iptm_0_0,pair_chains_iptm_0_1,pair_chains_iptm_1_0,pair_chains_iptm_1_1,ligand_id,gene_id,yaml
0.742,0.850,0.558,0.558,0.000,0.788,0.533,1.079,4.497,0.877,0.823,0.877,0.127,0.558,0.823,395,CCR9,CCR9_395
0.764,0.847,0.662,0.662,0.000,0.790,0.596,1.002,3.792,0.865,0.821,0.865,0.165,0.662,0.821,4,CCR9,CCR9_4
0.739,0.849,0.542,0.542,0.000,0.788,0.519,1.124,4.693,0.879,0.787,0.879,0.124,0.542,0.787,40,CCR9,CCR9_40
0.735,0.835,0.549,0.549,0.000,0.781,0.534,1.184,5.456,0.859,0.803,0.859,0.128,0.549,0.803,41,CCR9,CCR9_41
0.732,0.842,0.541,0.541,0.000,0.780,0.524,1.107,4.819,0.868,0.813,0.868,0.127,0.541,0.813,412,CCR9,CCR9_412
0.732,0.837,0.537,0.537,0.000,0.781,0.512,1.177,4.948,0.869,0.822,0.869,0.131,0.537,0.822,419,CCR9,CCR9_419
0.721,0.840,0.482,0.482,0.000,0.780,0.497,1.306,6.385,0.873,0.788,0.873,0.112,0.482,0.788,429,CCR9,CCR9_429
0.765,0.853,0.676,0.676,0.000,0.787,0.589,1.103,4.727,0.871,0.835,0.871,0.187,0.676,0.835,433,CCR9,CCR9_433
0.745,0.848,0.565,0.565,0.000,0.790,0.570,1.157,5.303,0.872,0.784,0.872,0.133,0.565,0.784,443,CCR9,CCR9_443
0.737,0.842,0.556,0.556,0.000,0.782,0.540,1.119,4.631,0.868,0.742,0.868,0.144,0.556,0.742,445,CCR9,CCR9_445
0.760,0.851,0.652,0.652,0.000,0.787,0.590,1.099,4.452,0.871,0.762,0.871,0.181,0.652,0.762,449,CCR9,CCR9_449
0.716,0.822,0.494,0.494,0.000,0.771,0.506,1.374,6.076,0.855,0.768,0.855,0.139,0.494,0.768,454,CCR9,CCR9_454
0.752,0.855,0.572,0.572,0.000,0.797,0.574,1.008,4.041,0.882,0.830,0.882,0.132,0.572,0.830,458,CCR9,CCR9_458
0.732,0.847,0.528,0.528,0.000,0.782,0.530,1.175,5.517,0.875,0.832,0.875,0.118,0.528,0.832,460,CCR9,CCR9_460
0.736,0.837,0.565,0.565,0.000,0.779,0.525,1.142,4.820,0.863,0.740,0.863,0.146,0.565,0.740,469,CCR9,CCR9_469
0.728,0.837,0.513,0.513,0.000,0.782,0.518,1.246,5.738,0.868,0.798,0.868,0.119,0.513,0.798,482,CCR9,CCR9_482
0.795,0.861,0.766,0.766,0.000,0.802,0.652,0.902,3.025,0.870,0.788,0.870,0.238,0.766,0.788,484,CCR9,CCR9_484
0.749,0.851,0.588,0.588,0.000,0.789,0.546,1.099,4.489,0.879,0.824,0.879,0.151,0.588,0.824,491,CCR9,CCR9_491
0.738,0.847,0.546,0.546,0.000,0.786,0.529,1.104,4.525,0.877,0.799,0.877,0.123,0.546,0.799,508,CCR9,CCR9_508
0.730,0.834,0.534,0.534,0.000,0.779,0.508,1.223,5.042,0.865,0.798,0.865,0.126,0.534,0.798,522,CCR9,CCR9_522
0.740,0.847,0.552,0.552,0.000,0.787,0.531,1.145,4.786,0.875,0.825,0.875,0.132,0.552,0.825,54,CCR9,CCR9_54
0.743,0.850,0.565,0.565,0.000,0.788,0.542,1.071,3.825,0.879,0.801,0.879,0.127,0.565,0.801,544,CCR9,CCR9_544
0.753,0.847,0.596,0.596,0.000,0.792,0.578,1.052,3.848,0.873,0.825,0.873,0.170,0.596,0.825,553,CCR9,CCR9_553
0.738,0.863,0.517,0.517,0.000,0.793,0.563,1.121,6.114,0.887,0.828,0.887,0.128,0.517,0.828,557,CCR9,CCR9_557
0.736,0.834,0.562,0.562,0.000,0.779,0.536,1.173,4.948,0.859,0.771,0.859,0.136,0.562,0.771,563,CCR9,CCR9_563
0.715,0.831,0.465,0.465,0.000,0.778,0.505,1.443,6.817,0.866,0.781,0.866,0.130,0.465,0.781,567,CCR9,CCR9_567
0.731,0.841,0.545,0.545,0.000,0.777,0.525,1.180,4.948,0.871,0.789,0.871,0.134,0.545,0.789,574,CCR9,CCR9_574
0.730,0.844,0.501,0.501,0.000,0.788,0.516,1.181,5.480,0.873,0.777,0.873,0.126,0.501,0.777,58,CCR9,CCR9_58
0.728,0.840,0.516,0.516,0.000,0.781,0.520,1.200,5.143,0.873,0.769,0.873,0.142,0.516,0.769,597,CCR9,CCR9_597
0.743,0.834,0.577,0.577,0.000,0.784,0.572,1.182,5.248,0.856,0.829,0.856,0.149,0.577,0.829,6,CCR9,CCR9_6
0.722,0.836,0.489,0.489,0.000,0.781,0.494,1.261,5.678,0.870,0.742,0.870,0.117,0.489,0.742,601,CCR9,CCR9_601
0.762,0.855,0.619,0.619,0.000,0.798,0.586,0.952,3.408,0.878,0.822,0.878,0.149,0.619,0.822,620,CCR9,CCR9_620
0.733,0.847,0.544,0.544,0.000,0.780,0.533,1.159,4.979,0.876,0.746,0.876,0.142,0.544,0.746,621,CCR9,CCR9_621
0.735,0.841,0.569,0.569,0.000,0.776,0.527,1.152,4.673,0.867,0.795,0.867,0.135,0.569,0.795,627,CCR9,CCR9_627
0.706,0.825,0.448,0.448,0.000,0.770,0.476,1.475,6.955,0.863,0.768,0.863,0.128,0.448,0.768,629,CCR9,CCR9_629
0.740,0.841,0.560,0.560,0.000,0.785,0.540,1.136,4.473,0.869,0.766,0.869,0.144,0.560,0.766,639,CCR9,CCR9_639
0.728,0.837,0.536,0.536,0.000,0.775,0.518,1.187,4.780,0.867,0.786,0.867,0.127,0.536,0.786,641,CCR9,CCR9_641
0.734,0.847,0.524,0.524,0.000,0.786,0.531,1.194,5.038,0.880,0.804,0.880,0.124,0.524,0.804,663,CCR9,CCR9_663
0.793,0.868,0.777,0.777,0.000,0.797,0.653,0.861,2.922,0.878,0.858,0.878,0.321,0.777,0.858,667,CCR9,CCR9_667
0.721,0.836,0.508,0.508,0.000,0.774,0.487,1.259,5.772,0.867,0.822,0.867,0.116,0.508,0.822,682,CCR9,CCR9_682
0.765,0.852,0.643,0.643,0.000,0.796,0.607,0.996,3.801,0.873,0.811,0.873,0.194,0.643,0.811,699,CCR9,CCR9_699
0.746,0.845,0.536,0.536,0.000,0.799,0.541,1.092,4.584,0.875,0.801,0.875,0.131,0.536,0.801,709,CCR9,CCR9_709
0.737,0.845,0.563,0.563,0.000,0.781,0.535,1.115,4.394,0.873,0.806,0.873,0.133,0.563,0.806,72,CCR9,CCR9_72
0.765,0.860,0.638,0.638,0.000,0.797,0.590,0.971,3.616,0.884,0.792,0.884,0.159,0.638,0.792,83,CCR9,CCR9_83
0.733,0.842,0.527,0.527,0.000,0.784,0.525,1.180,4.570,0.875,0.775,0.875,0.129,0.527,0.775,84,CCR9,CCR9_84
0.735,0.840,0.533,0.533,0.000,0.786,0.530,1.292,5.572,0.874,0.805,0.874,0.134,0.533,0.805,86,CCR9,CCR9_86
0.835,0.904,0.709,0.709,0.000,0.867,0.656,0.833,2.547,0.932,0.764,0.932,0.199,0.709,0.764,0,ESR1,ESR1_0
0.862,0.927,0.719,0.719,0.000,0.898,0.690,0.635,2.181,0.943,0.820,0.943,0.166,0.719,0.820,101,ESR1,ESR1_101
0.831,0.911,0.672,0.672,0.000,0.871,0.640,0.837,2.631,0.941,0.789,0.941,0.223,0.672,0.789,122,ESR1,ESR1_122
0.913,0.946,0.923,0.923,0.000,0.910,0.849,0.473,1.002,0.949,0.908,0.949,0.524,0.923,0.908,124,ESR1,ESR1_124
0.880,0.924,0.792,0.792,0.000,0.902,0.740,0.592,1.701,0.935,0.844,0.935,0.287,0.792,0.844,127,ESR1,ESR1_127
0.863,0.925,0.746,0.746,0.000,0.893,0.697,0.651,2.112,0.942,0.793,0.942,0.259,0.746,0.793,128,ESR1,ESR1_128
0.869,0.932,0.774,0.774,0.000,0.893,0.707,0.619,1.824,0.951,0.792,0.951,0.273,0.774,0.792,16,ESR1,ESR1_16
0.848,0.914,0.709,0.709,0.000,0.883,0.670,0.710,2.202,0.936,0.767,0.936,0.188,0.709,0.767,168,ESR1,ESR1_168
0.844,0.916,0.701,0.701,0.000,0.880,0.639,0.709,2.422,0.939,0.783,0.939,0.302,0.701,0.783,185,ESR1,ESR1_185
0.818,0.908,0.601,0.601,0.000,0.872,0.581,0.841,3.238,0.943,0.739,0.943,0.171,0.601,0.739,193,ESR1,ESR1_193
0.833,0.915,0.668,0.668,0.000,0.874,0.619,0.762,2.517,0.945,0.788,0.945,0.197,0.668,0.788,20,ESR1,ESR1_20
0.856,0.921,0.706,0.706,0.000,0.894,0.685,0.665,2.375,0.937,0.860,0.937,0.202,0.706,0.860,205,ESR1,ESR1_205
0.878,0.928,0.815,0.815,0.000,0.894,0.728,0.580,1.586,0.941,0.904,0.941,0.423,0.815,0.904,209,ESR1,ESR1_209
0.829,0.903,0.642,0.642,0.000,0.876,0.638,0.794,2.807,0.930,0.754,0.930,0.219,0.642,0.754,217,ESR1,ESR1_217
0.866,0.917,0.769,0.769,0.000,0.890,0.715,0.640,1.938,0.931,0.821,0.931,0.329,0.769,0.821,249,ESR1,ESR1_249
0.907,0.945,0.894,0.894,0.000,0.910,0.817,0.495,1.081,0.951,0.808,0.951,0.429,0.894,0.808,25,ESR1,ESR1_25
0.907,0.943,0.887,0.887,0.000,0.911,0.802,0.476,1.101,0.950,0.792,0.950,0.366,0.887,0.792,252,ESR1,ESR1_252
0.823,0.910,0.592,0.592,0.000,0.880,0.644,0.750,2.875,0.942,0.804,0.942,0.160,0.592,0.804,255,ESR1,ESR1_255
0.816,0.910,0.588,0.588,0.000,0.873,0.601,0.861,3.438,0.948,0.741,0.948,0.165,0.588,0.741,260,ESR1,ESR1_260
0.933,0.949,0.970,0.970,0.000,0.924,0.905,0.421,0.584,0.947,0.917,0.947,0.607,0.970,0.917,271,ESR1,ESR1_271
0.853,0.919,0.764,0.764,0.000,0.876,0.675,0.683,1.884,0.939,0.820,0.939,0.252,0.764,0.820,272,ESR1,ESR1_272
0.856,0.924,0.765,0.765,0.000,0.879,0.681,0.657,1.910,0.945,0.695,0.945,0.225,0.765,0.695,279,ESR1,ESR1_279
0.880,0.931,0.795,0.795,0.000,0.901,0.743,0.596,1.674,0.944,0.793,0.944,0.321,0.795,0.793,282,ESR1,ESR1_282
0.820,0.909,0.565,0.565,0.000,0.883,0.617,0.843,3.547,0.939,0.775,0.939,0.139,0.565,0.775,298,ESR1,ESR1_298
0.807,0.909,0.538,0.538,0.000,0.875,0.579,0.851,3.681,0.945,0.799,0.945,0.140,0.538,0.799,3,ESR1,ESR1_3
0.857,0.922,0.760,0.760,0.000,0.881,0.700,0.699,2.225,0.944,0.883,0.944,0.324,0.760,0.883,301,ESR1,ESR1_301
0.796,0.892,0.551,0.551,0.000,0.857,0.568,0.934,3.493,0.936,0.752,0.936,0.149,0.551,0.752,306,ESR1,ESR1_306
0.813,0.901,0.562,0.562,0.000,0.876,0.591,0.831,3.398,0.931,0.789,0.931,0.147,0.562,0.789,339,ESR1,ESR1_339
0.858,0.916,0.770,0.770,0.000,0.880,0.695,0.703,2.054,0.932,0.849,0.932,0.321,0.770,0.849,368,ESR1,ESR1_368
0.855,0.935,0.672,0.672,0.000,0.900,0.676,0.656,2.546,0.957,0.787,0.957,0.150,0.672,0.787,371,ESR1,ESR1_371
0.803,0.903,0.562,0.562,0.000,0.864,0.564,0.868,3.187,0.949,0.740,0.949,0.172,0.562,0.740,384,ESR1,ESR1_384
0.903,0.937,0.904,0.904,0.000,0.903,0.816,0.523,1.056,0.941,0.783,0.941,0.443,0.904,0.783,41,ESR1,ESR1_41
0.849,0.914,0.719,0.719,0.000,0.881,0.667,0.707,2.264,0.938,0.782,0.938,0.252,0.719,0.782,43,ESR1,ESR1_43
0.865,0.920,0.764,0.764,0.000,0.891,0.716,0.659,1.977,0.935,0.792,0.935,0.263,0.764,0.792,442,ESR1,ESR1_442
0.874,0.928,0.806,0.806,0.000,0.890,0.726,0.635,1.705,0.944,0.764,0.944,0.381,0.806,0.764,444,ESR1,ESR1_444
0.845,0.922,0.651,0.651,0.000,0.893,0.660,0.691,2.680,0.943,0.814,0.943,0.134,0.651,0.814,455,ESR1,ESR1_455
0.881,0.929,0.823,0.823,0.000,0.896,0.738,0.569,1.510,0.940,0.795,0.940,0.330,0.823,0.795,46,ESR1,ESR1_46
0.838,0.911,0.704,0.704,0.000,0.872,0.654,0.757,2.403,0.938,0.838,0.938,0.238,0.704,0.838,474,ESR1,ESR1_474
0.913,0.940,0.942,0.942,0.000,0.906,0.846,0.480,0.777,0.940,0.879,0.940,0.565,0.942,0.879,48,ESR1,ESR1_48
0.808,0.901,0.549,0.549,0.000,0.873,0.569,0.896,3.743,0.938,0.792,0.938,0.152,0.549,0.792,486,ESR1,ESR1_486
0.845,0.917,0.733,0.733,0.000,0.873,0.670,0.752,2.155,0.944,0.755,0.944,0.300,0.733,0.755,493,ESR1,ESR1_493
0.898,0.939,0.851,0.851,0.000,0.910,0.801,0.531,1.372,0.948,0.877,0.948,0.359,0.851,0.877,498,ESR1,ESR1_498
0.882,0.931,0.812,0.812,0.000,0.899,0.726,0.583,1.561,0.943,0.799,0.943,0.306,0.812,0.799,5,ESR1,ESR1_5
0.831,0.915,0.637,0.637,0.000,0.879,0.628,0.745,2.920,0.943,0.794,0.943,0.178,0.637,0.794,518,ESR1,ESR1_518
0.781,0.885,0.486,0.486,0.000,0.855,0.526,1.014,4.041,0.936,0.745,0.936,0.128,0.486,0.745,52,ESR1,ESR1_52
0.906,0.940,0.893,0.893,0.000,0.910,0.820,0.491,1.074,0.946,0.904,0.946,0.544,0.893,0.904,522,ESR1,ESR1_522
0.886,0.924,0.830,0.830,0.000,0.900,0.760,0.578,1.536,0.932,0.897,0.932,0.314,0.830,0.897,530,ESR1,ESR1_530
0.807,0.906,0.518,0.518,0.000,0.880,0.588,0.860,3.832,0.940,0.764,0.940,0.135,0.518,0.764,532,ESR1,ESR1_532
0.803,0.901,0.530,0.530,0.000,0.871,0.546,0.878,3.662,0.940,0.825,0.940,0.147,0.530,0.825,539,ESR1,ESR1_539
0.866,0.927,0.735,0.735,0.000,0.898,0.702,0.627,2.097,0.944,0.832,0.944,0.233,0.735,0.832,554,ESR1,ESR1_554
0.871,0.931,0.763,0.763,0.000,0.899,0.720,0.606,1.973,0.945,0.851,0.945,0.295,0.763,0.851,568,ESR1,ESR1_568
0.915,0.941,0.930,0.930,0.000,0.911,0.847,0.474,0.858,0.943,0.847,0.943,0.430,0.930,0.847,574,ESR1,ESR1_574
0.893,0.931,0.855,0.855,0.000,0.903,0.779,0.554,1.370,0.941,0.812,0.941,0.395,0.855,0.812,579,ESR1,ESR1_579
0.927,0.946,0.954,0.954,0.000,0.920,0.883,0.435,0.707,0.945,0.901,0.945,0.496,0.954,0.901,581,ESR1,ESR1_581
0.894,0.937,0.824,0.824,0.000,0.912,0.782,0.530,1.469,0.946,0.832,0.946,0.273,0.824,0.832,582,ESR1,ESR1_582
0.839,0.916,0.662,0.662,0.000,0.883,0.656,0.741,2.565,0.942,0.763,0.942,0.224,0.662,0.763,612,ESR1,ESR1_612
0.781,0.890,0.443,0.443,0.000,0.865,0.533,0.938,4.351,0.935,0.774,0.935,0.132,0.443,0.774,622,ESR1,ESR1_622
0.872,0.919,0.794,0.794,0.000,0.892,0.717,0.635,1.710,0.929,0.772,0.929,0.225,0.794,0.772,646,ESR1,ESR1_646
0.850,0.929,0.676,0.676,0.000,0.894,0.670,0.704,2.797,0.952,0.801,0.952,0.245,0.676,0.801,653,ESR1,ESR1_653
0.885,0.930,0.839,0.839,0.000,0.896,0.756,0.583,1.514,0.940,0.801,0.940,0.394,0.839,0.801,655,ESR1,ESR1_655
0.854,0.922,0.690,0.690,0.000,0.895,0.676,0.669,2.349,0.941,0.797,0.941,0.167,0.690,0.797,657,ESR1,ESR1_657
0.888,0.942,0.819,0.819,0.000,0.905,0.765,0.547,1.547,0.954,0.805,0.954,0.392,0.819,0.805,660,ESR1,ESR1_660
0.812,0.905,0.623,0.623,0.000,0.860,0.572,0.863,2.898,0.943,0.740,0.943,0.161,0.623,0.740,665,ESR1,ESR1_665
0.843,0.913,0.704,0.704,0.000,0.877,0.661,0.781,2.518,0.939,0.799,0.939,0.281,0.704,0.799,674,ESR1,ESR1_674
0.880,0.937,0.827,0.827,0.000,0.894,0.745,0.598,1.735,0.954,0.694,0.954,0.288,0.827,0.694,679,ESR1,ESR1_679
0.926,0.946,0.954,0.954,0.000,0.918,0.881,0.444,0.676,0.945,0.860,0.945,0.534,0.954,0.860,68,ESR1,ESR1_68
0.902,0.929,0.895,0.895,0.000,0.904,0.829,0.556,1.139,0.933,0.839,0.933,0.423,0.895,0.839,69,ESR1,ESR1_69
0.847,0.916,0.694,0.694,0.000,0.886,0.694,0.806,2.942,0.941,0.733,0.941,0.231,0.694,0.733,712,ESR1,ESR1_712
0.862,0.915,0.784,0.784,0.000,0.881,0.701,0.693,1.979,0.929,0.782,0.929,0.248,0.784,0.782,721,ESR1,ESR1_721
0.799,0.903,0.523,0.523,0.000,0.868,0.550,0.900,3.590,0.948,0.761,0.948,0.136,0.523,0.761,724,ESR1,ESR1_724
0.794,0.900,0.478,0.478,0.000,0.873,0.557,0.861,3.669,0.944,0.764,0.944,0.129,0.478,0.764,731,ESR1,ESR1_731
0.880,0.943,0.780,0.780,0.000,0.905,0.725,0.529,1.655,0.957,0.883,0.957,0.247,0.780,0.883,733,ESR1,ESR1_733
0.840,0.923,0.652,0.652,0.000,0.887,0.637,0.702,2.715,0.949,0.816,0.949,0.171,0.652,0.816,752,ESR1,ESR1_752
0.877,0.924,0.828,0.828,0.000,0.890,0.747,0.651,1.564,0.937,0.757,0.937,0.396,0.828,0.757,758,ESR1,ESR1_758
0.828,0.913,0.623,0.623,0.000,0.879,0.624,0.803,2.956,0.944,0.773,0.944,0.172,0.623,0.773,766,ESR1,ESR1_766
0.896,0.930,0.860,0.860,0.000,0.905,0.802,0.549,1.425,0.936,0.898,0.936,0.389,0.860,0.898,779,ESR1,ESR1_779
0.846,0.921,0.683,0.683,0.000,0.887,0.673,0.710,2.518,0.943,0.809,0.943,0.212,0.683,0.809,783,ESR1,ESR1_783
0.868,0.923,0.795,0.795,0.000,0.887,0.706,0.637,1.678,0.938,0.769,0.938,0.334,0.795,0.769,794,ESR1,ESR1_794
0.881,0.924,0.830,0.830,0.000,0.893,0.750,0.619,1.718,0.934,0.900,0.934,0.452,0.830,0.900,800,ESR1,ESR1_800
0.827,0.907,0.626,0.626,0.000,0.877,0.623,0.819,3.169,0.937,0.751,0.937,0.171,0.626,0.751,805,ESR1,ESR1_805
0.840,0.916,0.680,0.680,0.000,0.880,0.652,0.750,2.451,0.941,0.764,0.941,0.200,0.680,0.764,806,ESR1,ESR1_806
0.814,0.913,0.575,0.575,0.000,0.873,0.575,0.839,3.169,0.951,0.717,0.951,0.154,0.575,0.717,812,ESR1,ESR1_812
0.791,0.888,0.539,0.539,0.000,0.854,0.568,1.178,4.529,0.943,0.756,0.943,0.231,0.539,0.756,82,ESR1,ESR1_82
0.864,0.921,0.777,0.777,0.000,0.886,0.706,0.659,1.923,0.935,0.759,0.935,0.278,0.777,0.759,829,ESR1,ESR1_829
0.820,0.905,0.623,0.623,0.000,0.869,0.596,0.847,3.055,0.939,0.734,0.939,0.159,0.623,0.734,831,ESR1,ESR1_831
