confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm_0,chains_ptm_1,pair_chains_iptm_0_0,pair_chains_iptm_0_1,pair_chains_iptm_1_0,pair_chains_iptm_1_1,ligand_id,gene_id,yaml
0.802,0.871,0.763,0.763,0.000,0.812,0.665,1.051,3.792,0.887,0.766,0.887,0.317,0.763,0.766,230,CCR9,CCR9_230
0.746,0.849,0.579,0.579,0.000,0.788,0.587,1.173,5.864,0.874,0.767,0.874,0.158,0.579,0.767,236,CCR9,CCR9_236
0.731,0.851,0.548,0.548,0.000,0.777,0.522,1.187,5.823,0.879,0.685,0.879,0.121,0.548,0.685,238,CCR9,CCR9_238
0.715,0.836,0.488,0.488,0.000,0.772,0.523,1.136,5.185,0.870,0.754,0.870,0.127,0.488,0.754,240,CCR9,CCR9_240
0.821,0.880,0.772,0.772,0.000,0.833,0.726,0.848,2.790,0.892,0.824,0.892,0.322,0.772,0.824,241,CCR9,CCR9_241
0.780,0.869,0.677,0.677,0.000,0.806,0.625,1.007,4.372,0.889,0.730,0.889,0.172,0.677,0.730,243,CCR9,CCR9_243
0.853,0.883,0.932,0.932,0.000,0.833,0.823,0.618,1.126,0.880,0.750,0.880,0.421,0.932,0.750,25,CCR9,CCR9_25
0.732,0.836,0.508,0.508,0.000,0.787,0.549,1.405,6.682,0.871,0.686,0.871,0.144,0.508,0.686,272,CCR9,CCR9_272
0.766,0.855,0.596,0.596,0.000,0.809,0.625,1.429,6.485,0.887,0.779,0.887,0.188,0.596,0.779,280,CCR9,CCR9_280
0.738,0.843,0.588,0.588,0.000,0.775,0.535,1.240,6.048,0.870,0.806,0.870,0.190,0.588,0.806,287,CCR9,CCR9_287
0.757,0.862,0.589,0.589,0.000,0.799,0.569,0.991,4.428,0.885,0.783,0.885,0.145,0.589,0.783,290,CCR9,CCR9_290
0.687,0.826,0.361,0.361,0.000,0.768,0.434,2.433,14.860,0.884,0.714,0.884,0.113,0.361,0.714,307,CCR9,CCR9_307
0.741,0.797,0.581,0.581,0.000,0.781,0.535,1.150,4.796,0.820,0.690,0.820,0.127,0.581,0.690,313,CCR9,CCR9_313
0.786,0.856,0.784,0.784,0.000,0.787,0.679,0.841,2.634,0.865,0.706,0.865,0.234,0.784,0.706,330,CCR9,CCR9_330
0.731,0.826,0.583,0.583,0.000,0.768,0.526,1.175,4.871,0.853,0.782,0.853,0.144,0.583,0.782,336,CCR9,CCR9_336
0.779,0.862,0.701,0.701,0.000,0.798,0.647,1.092,4.477,0.879,0.785,0.879,0.234,0.701,0.785,344,CCR9,CCR9_344
0.730,0.844,0.529,0.529,0.000,0.780,0.559,1.498,8.199,0.879,0.729,0.879,0.139,0.529,0.729,349,CCR9,CCR9_349
0.812,0.874,0.778,0.778,0.000,0.820,0.712,0.878,3.158,0.882,0.825,0.882,0.264,0.778,0.825,352,CCR9,CCR9_352
0.733,0.834,0.584,0.584,0.000,0.770,0.564,1.074,4.136,0.864,0.711,0.864,0.140,0.584,0.711,356,CCR9,CCR9_356
0.746,0.847,0.605,0.605,0.000,0.781,0.579,1.238,5.545,0.874,0.787,0.874,0.181,0.605,0.787,376,CCR9,CCR9_376
0.824,0.883,0.803,0.803,0.000,0.830,0.716,0.914,3.369,0.893,0.769,0.893,0.323,0.803,0.769,390,CCR9,CCR9_390
0.747,0.848,0.556,0.556,0.000,0.795,0.580,1.015,4.018,0.866,0.825,0.866,0.155,0.556,0.825,402,CCR9,CCR9_402
0.724,0.834,0.483,0.483,0.000,0.785,0.533,1.548,8.455,0.875,0.715,0.875,0.128,0.483,0.715,422,CCR9,CCR9_422
0.685,0.838,0.303,0.303,0.000,0.780,0.446,1.403,10.375,0.870,0.667,0.870,0.086,0.303,0.667,423,CCR9,CCR9_423
0.778,0.863,0.691,0.691,0.000,0.800,0.655,0.954,3.994,0.876,0.772,0.876,0.161,0.691,0.772,427,CCR9,CCR9_427
0.747,0.857,0.600,0.600,0.000,0.783,0.551,1.167,5.476,0.882,0.763,0.882,0.159,0.600,0.763,439,CCR9,CCR9_439
0.813,0.866,0.864,0.864,0.000,0.800,0.758,0.737,1.931,0.869,0.704,0.869,0.249,0.864,0.704,440,CCR9,CCR9_440
0.750,0.853,0.605,0.605,0.000,0.786,0.545,1.074,5.154,0.874,0.814,0.874,0.174,0.605,0.814,447,CCR9,CCR9_447
0.789,0.866,0.774,0.774,0.000,0.793,0.665,0.817,2.127,0.881,0.758,0.881,0.259,0.774,0.758,45,CCR9,CCR9_45
0.795,0.864,0.797,0.797,0.000,0.795,0.654,0.958,3.582,0.872,0.768,0.872,0.249,0.797,0.768,452,CCR9,CCR9_452
0.693,0.815,0.417,0.417,0.000,0.761,0.461,1.316,6.781,0.855,0.753,0.855,0.115,0.417,0.753,455,CCR9,CCR9_455
0.777,0.870,0.643,0.643,0.000,0.810,0.609,1.044,4.009,0.898,0.761,0.898,0.200,0.643,0.761,466,CCR9,CCR9_466
0.712,0.829,0.489,0.489,0.000,0.768,0.478,1.258,5.749,0.869,0.722,0.869,0.117,0.489,0.722,467,CCR9,CCR9_467
0.776,0.864,0.626,0.626,0.000,0.813,0.615,1.047,4.929,0.885,0.701,0.885,0.148,0.626,0.701,485,CCR9,CCR9_485
0.697,0.836,0.404,0.404,0.000,0.770,0.444,1.481,8.308,0.873,0.802,0.873,0.113,0.404,0.802,491,CCR9,CCR9_491
0.735,0.831,0.593,0.593,0.000,0.770,0.514,1.136,5.269,0.856,0.754,0.856,0.182,0.593,0.754,492,CCR9,CCR9_492
0.736,0.838,0.573,0.573,0.000,0.777,0.555,1.330,5.324,0.873,0.705,0.873,0.202,0.573,0.705,499,CCR9,CCR9_499
0.762,0.853,0.620,0.620,0.000,0.797,0.591,1.129,5.276,0.873,0.707,0.873,0.175,0.620,0.707,501,CCR9,CCR9_501
0.763,0.852,0.689,0.689,0.000,0.782,0.628,0.939,3.588,0.871,0.765,0.871,0.171,0.689,0.765,505,CCR9,CCR9_505
0.763,0.862,0.691,0.691,0.000,0.780,0.606,0.932,3.326,0.882,0.707,0.882,0.174,0.691,0.707,508,CCR9,CCR9_508
0.716,0.828,0.499,0.499,0.000,0.770,0.491,1.352,5.338,0.871,0.623,0.871,0.128,0.499,0.623,510,CCR9,CCR9_510
0.716,0.838,0.499,0.499,0.000,0.770,0.516,1.294,7.109,0.870,0.704,0.870,0.124,0.499,0.704,515,CCR9,CCR9_515
0.757,0.847,0.668,0.668,0.000,0.779,0.596,0.998,3.544,0.876,0.716,0.876,0.184,0.668,0.716,524,CCR9,CCR9_524
0.738,0.854,0.543,0.543,0.000,0.786,0.551,1.253,6.739,0.879,0.766,0.879,0.114,0.543,0.766,525,CCR9,CCR9_525
0.694,0.815,0.431,0.431,0.000,0.760,0.453,1.439,7.134,0.859,0.692,0.859,0.110,0.431,0.692,530,CCR9,CCR9_530
0.754,0.847,0.638,0.638,0.000,0.783,0.596,1.057,4.291,0.866,0.808,0.866,0.169,0.638,0.808,535,CCR9,CCR9_535
0.837,0.876,0.916,0.916,0.000,0.817,0.820,0.638,1.231,0.876,0.786,0.876,0.423,0.916,0.786,552,CCR9,CCR9_552
0.714,0.835,0.440,0.440,0.000,0.783,0.525,1.380,8.035,0.866,0.774,0.866,0.115,0.440,0.774,557,CCR9,CCR9_557
0.789,0.855,0.793,0.793,0.000,0.788,0.686,0.795,2.158,0.863,0.798,0.863,0.295,0.793,0.798,568,CCR9,CCR9_568
0.763,0.855,0.628,0.628,0.000,0.796,0.580,0.998,3.775,0.876,0.778,0.876,0.141,0.628,0.778,591,CCR9,CCR9_591
0.754,0.844,0.663,0.663,0.000,0.776,0.568,1.217,5.567,0.874,0.727,0.874,0.213,0.663,0.727,599,CCR9,CCR9_599
0.684,0.811,0.397,0.397,0.000,0.755,0.430,1.469,7.438,0.859,0.800,0.859,0.114,0.397,0.800,6,CCR9,CCR9_6
0.737,0.836,0.563,0.563,0.000,0.781,0.604,1.108,5.029,0.858,0.734,0.858,0.176,0.563,0.734,602,CCR9,CCR9_602
0.766,0.853,0.594,0.594,0.000,0.809,0.609,1.510,7.366,0.888,0.702,0.888,0.176,0.594,0.702,607,CCR9,CCR9_607
0.691,0.814,0.422,0.422,0.000,0.759,0.462,1.616,7.789,0.855,0.690,0.855,0.132,0.422,0.690,619,CCR9,CCR9_619
0.684,0.826,0.350,0.350,0.000,0.768,0.434,1.683,9.802,0.869,0.742,0.869,0.110,0.350,0.742,625,CCR9,CCR9_625
0.719,0.837,0.467,0.467,0.000,0.782,0.507,1.526,8.500,0.877,0.694,0.877,0.118,0.467,0.694,628,CCR9,CCR9_628
0.782,0.854,0.741,0.741,0.000,0.792,0.678,0.880,2.931,0.870,0.778,0.870,0.228,0.741,0.778,633,CCR9,CCR9_633
0.736,0.836,0.539,0.539,0.000,0.785,0.511,1.177,5.077,0.862,0.761,0.862,0.140,0.539,0.761,634,CCR9,CCR9_634
0.767,0.853,0.689,0.689,0.000,0.786,0.628,0.914,3.258,0.875,0.762,0.875,0.221,0.689,0.762,636,CCR9,CCR9_636
0.691,0.823,0.373,0.373,0.000,0.771,0.417,1.372,7.691,0.865,0.757,0.865,0.101,0.373,0.757,650,CCR9,CCR9_650
0.849,0.890,0.866,0.866,0.000,0.844,0.770,0.692,1.893,0.893,0.824,0.893,0.327,0.866,0.824,654,CCR9,CCR9_654
0.881,0.896,0.945,0.945,0.000,0.866,0.842,0.639,0.947,0.892,0.821,0.892,0.452,0.945,0.821,660,CCR9,CCR9_660
0.699,0.817,0.467,0.467,0.000,0.757,0.469,1.401,5.949,0.854,0.719,0.854,0.125,0.467,0.719,666,CCR9,CCR9_666
0.823,0.883,0.759,0.759,0.000,0.839,0.724,0.917,4.147,0.893,0.801,0.893,0.223,0.759,0.801,667,CCR9,CCR9_667
0.689,0.822,0.389,0.389,0.000,0.764,0.458,1.739,10.443,0.866,0.742,0.866,0.119,0.389,0.742,671,CCR9,CCR9_671
0.782,0.871,0.728,0.728,0.000,0.796,0.635,0.789,2.708,0.890,0.747,0.890,0.175,0.728,0.747,672,CCR9,CCR9_672
0.696,0.797,0.461,0.461,0.000,0.755,0.456,1.304,6.912,0.833,0.742,0.833,0.114,0.461,0.742,68,CCR9,CCR9_68
0.774,0.866,0.650,0.650,0.000,0.806,0.626,0.899,3.477,0.890,0.718,0.890,0.172,0.650,0.718,687,CCR9,CCR9_687
0.790,0.821,0.794,0.794,0.000,0.789,0.675,0.888,2.582,0.831,0.749,0.831,0.263,0.794,0.749,706,CCR9,CCR9_706
0.747,0.849,0.605,0.605,0.000,0.782,0.545,1.174,5.282,0.874,0.734,0.874,0.156,0.605,0.734,722,CCR9,CCR9_722
0.726,0.840,0.539,0.539,0.000,0.773,0.517,1.276,5.922,0.872,0.730,0.872,0.135,0.539,0.730,724,CCR9,CCR9_724
0.789,0.868,0.718,0.718,0.000,0.807,0.651,0.881,3.133,0.883,0.726,0.883,0.202,0.718,0.726,745,CCR9,CCR9_745
0.779,0.845,0.702,0.702,0.000,0.798,0.648,0.839,2.894,0.860,0.671,0.860,0.140,0.702,0.671,748,CCR9,CCR9_748
0.719,0.831,0.493,0.493,0.000,0.775,0.507,1.461,7.536,0.865,0.730,0.865,0.138,0.493,0.730,750,CCR9,CCR9_750
0.726,0.849,0.475,0.475,0.000,0.788,0.464,1.442,7.926,0.892,0.676,0.892,0.136,0.475,0.676,753,CCR9,CCR9_753
0.772,0.855,0.659,0.659,0.000,0.800,0.609,1.108,4.776,0.877,0.830,0.877,0.230,0.659,0.830,77,CCR9,CCR9_77
0.719,0.818,0.561,0.561,0.000,0.759,0.517,1.381,5.020,0.879,0.556,0.879,0.134,0.561,0.556,81,CCR9,CCR9_81
0.851,0.920,0.723,0.723,0.000,0.883,0.658,0.670,2.105,0.942,0.753,0.942,0.211,0.723,0.753,10,ESR1,ESR1_10
0.873,0.928,0.790,0.790,0.000,0.894,0.739,0.679,1.906,0.946,0.718,0.946,0.411,0.790,0.718,101,ESR1,ESR1_101
0.870,0.922,0.829,0.829,0.000,0.880,0.720,0.621,1.608,0.935,0.753,0.935,0.322,0.829,0.753,115,ESR1,ESR1_115
0.928,0.945,0.965,0.965,0.000,0.918,0.891,0.437,0.656,0.943,0.786,0.943,0.476,0.965,0.786,12,ESR1,ESR1_12
0.885,0.929,0.876,0.876,0.000,0.887,0.767,0.559,1.278,0.936,0.715,0.936,0.283,0.876,0.715,134,ESR1,ESR1_134
0.857,0.925,0.776,0.776,0.000,0.878,0.702,0.711,2.153,0.950,0.725,0.950,0.328,0.776,0.725,135,ESR1,ESR1_135
0.814,0.901,0.626,0.626,0.000,0.861,0.580,0.844,2.892,0.935,0.676,0.935,0.159,0.626,0.676,136,ESR1,ESR1_136
0.924,0.951,0.946,0.946,0.000,0.918,0.863,0.425,0.705,0.953,0.786,0.953,0.517,0.946,0.786,138,ESR1,ESR1_138
0.925,0.952,0.949,0.949,0.000,0.919,0.857,0.425,0.724,0.952,0.826,0.952,0.488,0.949,0.826,150,ESR1,ESR1_150
0.863,0.921,0.785,0.785,0.000,0.882,0.712,0.685,1.881,0.940,0.688,0.940,0.272,0.785,0.688,180,ESR1,ESR1_180
0.926,0.935,0.965,0.965,0.000,0.916,0.884,0.462,0.658,0.933,0.848,0.933,0.470,0.965,0.848,184,ESR1,ESR1_184
0.810,0.890,0.679,0.679,0.000,0.843,0.608,0.910,2.735,0.929,0.682,0.929,0.259,0.679,0.682,185,ESR1,ESR1_185
0.917,0.942,0.926,0.926,0.000,0.914,0.859,0.475,0.886,0.944,0.732,0.944,0.418,0.926,0.732,19,ESR1,ESR1_19
0.829,0.903,0.668,0.668,0.000,0.869,0.649,0.886,2.943,0.936,0.702,0.936,0.177,0.668,0.702,190,ESR1,ESR1_190
0.934,0.944,0.985,0.985,0.000,0.921,0.920,0.412,0.466,0.939,0.954,0.939,0.700,0.985,0.954,197,ESR1,ESR1_197
0.852,0.918,0.724,0.724,0.000,0.883,0.686,0.756,2.499,0.944,0.789,0.944,0.252,0.724,0.789,201,ESR1,ESR1_201
0.901,0.934,0.867,0.867,0.000,0.909,0.816,0.554,1.189,0.943,0.818,0.943,0.676,0.867,0.818,202,ESR1,ESR1_202
0.913,0.935,0.931,0.931,0.000,0.909,0.846,0.488,0.817,0.935,0.800,0.935,0.376,0.931,0.800,232,ESR1,ESR1_232
0.878,0.921,0.869,0.869,0.000,0.881,0.760,0.628,1.420,0.930,0.758,0.930,0.351,0.869,0.758,233,ESR1,ESR1_233
0.919,0.945,0.941,0.941,0.000,0.914,0.869,0.490,0.798,0.946,0.792,0.946,0.452,0.941,0.792,235,ESR1,ESR1_235
0.882,0.925,0.825,0.825,0.000,0.896,0.755,0.640,1.893,0.937,0.854,0.937,0.359,0.825,0.854,237,ESR1,ESR1_237
0.907,0.946,0.889,0.889,0.000,0.912,0.818,0.474,1.120,0.954,0.828,0.954,0.456,0.889,0.828,244,ESR1,ESR1_244
0.931,0.953,0.956,0.956,0.000,0.925,0.886,0.409,0.642,0.953,0.780,0.953,0.429,0.956,0.780,264,ESR1,ESR1_264
0.919,0.942,0.928,0.928,0.000,0.917,0.860,0.470,0.882,0.944,0.827,0.944,0.619,0.928,0.827,277,ESR1,ESR1_277
0.910,0.940,0.916,0.916,0.000,0.908,0.838,0.487,0.888,0.944,0.741,0.944,0.448,0.916,0.741,279,ESR1,ESR1_279
0.899,0.928,0.886,0.886,0.000,0.902,0.802,0.559,1.310,0.934,0.842,0.934,0.378,0.886,0.842,286,ESR1,ESR1_286
0.821,0.903,0.627,0.627,0.000,0.870,0.633,0.835,2.872,0.938,0.715,0.938,0.164,0.627,0.715,291,ESR1,ESR1_291
0.895,0.926,0.875,0.875,0.000,0.900,0.805,0.564,1.212,0.932,0.832,0.932,0.591,0.875,0.832,298,ESR1,ESR1_298
0.921,0.942,0.948,0.948,0.000,0.914,0.877,0.455,0.755,0.942,0.774,0.942,0.494,0.948,0.774,319,ESR1,ESR1_319
0.824,0.900,0.672,0.672,0.000,0.862,0.656,0.899,2.579,0.943,0.630,0.943,0.486,0.672,0.630,320,ESR1,ESR1_320
0.886,0.937,0.824,0.824,0.000,0.901,0.754,0.572,1.534,0.950,0.749,0.950,0.265,0.824,0.749,321,ESR1,ESR1_321
0.816,0.899,0.665,0.665,0.000,0.854,0.607,0.843,2.732,0.941,0.695,0.941,0.295,0.665,0.695,328,ESR1,ESR1_328
0.853,0.919,0.749,0.749,0.000,0.879,0.681,0.735,2.034,0.942,0.668,0.942,0.200,0.749,0.668,337,ESR1,ESR1_337
0.854,0.920,0.765,0.765,0.000,0.877,0.657,0.675,1.938,0.943,0.752,0.943,0.349,0.765,0.752,339,ESR1,ESR1_339
0.877,0.928,0.802,0.802,0.000,0.896,0.744,0.609,1.644,0.941,0.712,0.941,0.291,0.802,0.712,341,ESR1,ESR1_341
0.896,0.940,0.885,0.885,0.000,0.898,0.810,0.527,1.076,0.950,0.724,0.950,0.531,0.885,0.724,353,ESR1,ESR1_353
0.890,0.939,0.875,0.875,0.000,0.893,0.774,0.528,1.170,0.949,0.741,0.949,0.396,0.875,0.741,355,ESR1,ESR1_355
0.895,0.929,0.876,0.876,0.000,0.900,0.803,0.562,1.269,0.936,0.795,0.936,0.370,0.876,0.795,361,ESR1,ESR1_361
0.926,0.948,0.958,0.958,0.000,0.918,0.878,0.425,0.635,0.947,0.834,0.947,0.514,0.958,0.834,362,ESR1,ESR1_362
0.834,0.908,0.706,0.706,0.000,0.866,0.642,0.781,2.238,0.940,0.685,0.940,0.253,0.706,0.685,365,ESR1,ESR1_365
0.851,0.911,0.738,0.738,0.000,0.879,0.676,0.708,2.195,0.932,0.819,0.932,0.334,0.738,0.819,369,ESR1,ESR1_369
0.915,0.940,0.936,0.936,0.000,0.910,0.849,0.501,0.833,0.942,0.789,0.942,0.491,0.936,0.789,375,ESR1,ESR1_375
0.825,0.906,0.620,0.620,0.000,0.876,0.625,0.795,2.859,0.936,0.742,0.936,0.146,0.620,0.742,388,ESR1,ESR1_388
0.765,0.872,0.499,0.499,0.000,0.832,0.512,1.087,3.882,0.940,0.550,0.940,0.134,0.499,0.550,389,ESR1,ESR1_389
0.923,0.948,0.954,0.954,0.000,0.916,0.872,0.431,0.721,0.947,0.766,0.947,0.440,0.954,0.766,397,ESR1,ESR1_397
0.864,0.930,0.786,0.786,0.000,0.884,0.698,0.663,1.938,0.951,0.713,0.951,0.324,0.786,0.713,400,ESR1,ESR1_400
0.898,0.932,0.877,0.877,0.000,0.903,0.813,0.589,1.377,0.940,0.752,0.940,0.402,0.877,0.752,407,ESR1,ESR1_407
0.901,0.933,0.891,0.891,0.000,0.904,0.815,0.542,1.122,0.938,0.734,0.938,0.344,0.891,0.734,417,ESR1,ESR1_417
0.807,0.897,0.662,0.662,0.000,0.844,0.556,0.779,2.537,0.940,0.792,0.940,0.253,0.662,0.792,419,ESR1,ESR1_419
0.814,0.904,0.626,0.626,0.000,0.861,0.620,0.808,2.940,0.949,0.861,0.949,0.157,0.626,0.861,421,ESR1,ESR1_421
0.898,0.926,0.917,0.917,0.000,0.893,0.813,0.559,1.042,0.928,0.803,0.928,0.402,0.917,0.803,424,ESR1,ESR1_424
0.928,0.941,0.953,0.953,0.000,0.922,0.893,0.453,0.725,0.940,0.805,0.940,0.417,0.953,0.805,428,ESR1,ESR1_428
0.910,0.942,0.899,0.899,0.000,0.912,0.813,0.501,1.007,0.947,0.772,0.947,0.395,0.899,0.772,431,ESR1,ESR1_431
0.822,0.902,0.674,0.674,0.000,0.860,0.608,0.803,2.662,0.938,0.740,0.938,0.278,0.674,0.740,440,ESR1,ESR1_440
0.923,0.938,0.950,0.950,0.000,0.916,0.879,0.466,0.688,0.937,0.922,0.937,0.718,0.950,0.922,446,ESR1,ESR1_446
0.860,0.915,0.792,0.792,0.000,0.877,0.717,0.682,1.790,0.927,0.584,0.927,0.192,0.792,0.584,45,ESR1,ESR1_45
0.900,0.936,0.879,0.879,0.000,0.905,0.795,0.561,1.184,0.943,0.730,0.943,0.311,0.879,0.730,476,ESR1,ESR1_476
0.876,0.927,0.794,0.794,0.000,0.896,0.730,0.600,1.630,0.939,0.836,0.939,0.422,0.794,0.836,48,ESR1,ESR1_48
0.884,0.920,0.828,0.828,0.000,0.898,0.763,0.604,1.523,0.931,0.804,0.931,0.342,0.828,0.804,481,ESR1,ESR1_481
0.884,0.923,0.856,0.856,0.000,0.891,0.762,0.617,1.352,0.932,0.777,0.932,0.398,0.856,0.777,483,ESR1,ESR1_483
0.838,0.917,0.719,0.719,0.000,0.867,0.622,0.703,2.237,0.949,0.725,0.949,0.218,0.719,0.725,491,ESR1,ESR1_491
0.925,0.953,0.957,0.957,0.000,0.917,0.867,0.415,0.655,0.952,0.782,0.952,0.405,0.957,0.782,495,ESR1,ESR1_495
0.840,0.911,0.695,0.695,0.000,0.876,0.662,0.784,2.701,0.939,0.696,0.939,0.288,0.695,0.696,503,ESR1,ESR1_503
0.861,0.922,0.770,0.770,0.000,0.884,0.685,0.656,1.951,0.940,0.754,0.940,0.261,0.770,0.754,512,ESR1,ESR1_512
0.871,0.923,0.813,0.813,0.000,0.886,0.739,0.643,1.759,0.941,0.772,0.941,0.343,0.813,0.772,516,ESR1,ESR1_516
0.767,0.875,0.440,0.440,0.000,0.848,0.528,1.094,4.525,0.938,0.738,0.938,0.147,0.440,0.738,527,ESR1,ESR1_527
0.930,0.952,0.959,0.959,0.000,0.922,0.889,0.413,0.642,0.952,0.886,0.952,0.713,0.959,0.886,529,ESR1,ESR1_529
0.920,0.947,0.937,0.937,0.000,0.916,0.864,0.477,0.881,0.948,0.785,0.948,0.468,0.937,0.785,541,ESR1,ESR1_541
0.818,0.907,0.626,0.626,0.000,0.865,0.611,0.835,2.898,0.944,0.678,0.944,0.160,0.626,0.678,550,ESR1,ESR1_550
0.892,0.941,0.869,0.869,0.000,0.897,0.748,0.516,1.290,0.950,0.742,0.950,0.345,0.869,0.742,553,ESR1,ESR1_553
0.929,0.950,0.959,0.959,0.000,0.922,0.898,0.421,0.671,0.949,0.850,0.949,0.527,0.959,0.850,557,ESR1,ESR1_557
0.840,0.911,0.733,0.733,0.000,0.867,0.657,0.781,2.305,0.941,0.725,0.941,0.302,0.733,0.725,56,ESR1,ESR1_56
0.922,0.944,0.940,0.940,0.000,0.917,0.872,0.441,0.764,0.945,0.892,0.945,0.690,0.940,0.892,560,ESR1,ESR1_560
0.914,0.945,0.931,0.931,0.000,0.910,0.833,0.471,0.898,0.947,0.739,0.947,0.386,0.931,0.739,567,ESR1,ESR1_567
0.920,0.943,0.925,0.925,0.000,0.919,0.877,0.465,0.853,0.945,0.820,0.945,0.431,0.925,0.820,579,ESR1,ESR1_579
0.824,0.905,0.629,0.629,0.000,0.872,0.629,0.897,3.317,0.937,0.753,0.937,0.162,0.629,0.753,586,ESR1,ESR1_586
0.878,0.918,0.830,0.830,0.000,0.890,0.756,0.612,1.568,0.925,0.722,0.925,0.211,0.830,0.722,588,ESR1,ESR1_588
0.881,0.926,0.864,0.864,0.000,0.885,0.775,0.605,1.311,0.935,0.766,0.935,0.342,0.864,0.766,603,ESR1,ESR1_603
0.909,0.942,0.912,0.912,0.000,0.908,0.822,0.490,0.994,0.946,0.797,0.946,0.401,0.912,0.797,612,ESR1,ESR1_612
0.867,0.929,0.798,0.798,0.000,0.884,0.718,0.658,1.900,0.949,0.679,0.949,0.253,0.798,0.679,614,ESR1,ESR1_614
0.868,0.913,0.802,0.802,0.000,0.884,0.742,0.678,1.931,0.929,0.743,0.929,0.299,0.802,0.743,618,ESR1,ESR1_618
0.900,0.937,0.903,0.903,0.000,0.899,0.809,0.552,1.106,0.943,0.747,0.943,0.408,0.903,0.747,623,ESR1,ESR1_623
0.834,0.912,0.708,0.708,0.000,0.866,0.634,0.740,2.292,0.939,0.656,0.939,0.186,0.708,0.656,630,ESR1,ESR1_630
0.907,0.949,0.900,0.900,0.000,0.909,0.815,0.499,1.053,0.956,0.747,0.956,0.402,0.900,0.747,641,ESR1,ESR1_641
0.927,0.943,0.971,0.971,0.000,0.916,0.891,0.440,0.600,0.941,0.842,0.941,0.488,0.971,0.842,645,ESR1,ESR1_645
